id,Parch,Ticket,Fare,Cabin,Embarked,ExtraCol3,ExtraCol4,ExtraCol5,ExtraCol6,ExtraCol7,ExtraCol8,ExtraCol9,ExtraCol10,ExtraCol11,ExtraCol19,ExtraCol20,ExtraCol21,ExtraCol22,ExtraCol23,ExtraCol24
292,0,11967,91.0792,B49,C,medium,5,,,,,high,,Y,473,Y,low,165,X,high
293,0,SC/Paris 2163,12.875,D,C,,0,,,,C,,,Z,43,X,low,6,Y,medium
294,0,349236,8.85,,S,unknown,41,A,,67,C,,91,Y,89,Z,high,285,Y,low
295,0,349233,7.8958,,S,,,D,,,C,unknown,33,Y,412,Z,high,415,Z,low
296,0,PC 17612,27.7208,,C,,,,unknown,68,,high,,Z,152,,low,190,Z,low
297,0,2693,7.2292,,C,,7,B,medium,,A,medium,43,X,312,Y,low,331,Y,low
298,2,113781,151.55,C22 C26,S,high,67,D,,,,unknown,,Y,174,Z,medium,196,Z,high
299,0,19988,30.5,C106,S,high,45,,high,89,,medium,88,Y,108,X,low,379,X,medium
300,1,PC 17558,247.5208,B58 B60,C,,23,,,20,D,,,X,312,X,medium,499,X,medium
301,0,9234,7.75,,Q,unknown,20,D,medium,16,C,low,33,,102,Y,low,357,Y,medium
302,0,367226,23.25,,Q,unknown,66,D,unknown,39,B,low,,Z,68,Y,low,170,Z,low
303,0,LINE,0,,S,unknown,52,B,unknown,83,C,unknown,38,X,265,Y,low,412,Z,high
304,0,226593,12.35,E101,Q,unknown,,B,medium,96,C,,,Y,96,Y,low,18,Y,low
305,0,A/5 2466,8.05,,S,unknown,28,,medium,,,,30,Y,96,Z,low,493,X,medium
306,2,113781,151.55,C22 C26,S,,52,A,,,B,,10,X,390,Y,medium,419,Z,high
307,0,17421,110.8833,,C,low,86,C,,23,C,,,X,264,Y,low,326,Y,high
308,0,PC 17758,108.9,C65,C,,31,,medium,59,A,,65,,271,Z,low,310,X,medium
309,0,P/PP 3381,24,,C,low,39,D,,18,A,high,93,Z,71,X,low,126,Y,high
310,0,PC 17485,56.9292,E36,C,low,16,,low,53,A,,0,Y,80,Z,high,215,Z,low
311,0,11767,83.1583,C54,C,unknown,,C,,,,medium,63,Y,195,Z,low,50,X,
312,2,PC 17608,262.375,B57 B59 B63 B66,C,unknown,3,C,medium,7,A,low,56,Y,,Y,high,169,Y,medium
313,1,250651,26,,S,high,24,C,unknown,96,B,unknown,62,Z,225,Y,low,294,X,low
314,0,349243,7.8958,,S,high,,A,unknown,89,,unknown,98,Z,67,Y,low,181,Z,low
315,1,F.C.C. 13529,26.25,,S,,1,B,unknown,,B,medium,39,X,449,X,medium,385,X,high
316,0,347470,7.8542,,S,,98,,,62,A,,,Y,181,Y,high,426,Z,high
317,0,244367,26,,S,unknown,40,B,,,D,low,1,Y,408,Z,low,280,Z,low
318,0,29011,14,,S,medium,,D,high,57,B,,,X,200,,low,170,Z,low
319,2,36928,164.8667,C7,S,high,53,,unknown,,A,,17,,236,X,high,151,Y,
320,1,16966,134.5,E34,C,,,B,low,53,,,,X,56,Y,low,273,Z,low
321,0,A/5 21172,7.25,,S,low,,,high,,,low,,Z,338,X,low,359,X,low
322,0,349219,7.8958,,S,,88,A,low,39,,,27,X,29,Z,low,63,,high
323,0,234818,12.35,,Q,,,B,,84,,low,11,Y,373,Y,high,223,X,high
324,1,248738,29,,S,,,B,medium,25,,high,,Z,440,,high,220,X,high
325,2,CA. 2343,69.55,,S,medium,70,D,high,96,B,high,65,Y,180,Y,high,143,Y,low
326,0,PC 17760,135.6333,C32,C,high,30,,unknown,75,,,28,X,443,Y,medium,118,Y,high
327,0,345364,6.2375,,S,unknown,99,A,low,89,B,low,13,X,349,Y,low,420,Z,low
328,0,28551,13,D,S,high,25,,high,50,,medium,57,Y,1,Y,low,216,X,high
329,1,363291,20.525,,S,medium,29,,low,22,A,low,,Z,101,Z,high,288,Y,medium
330,1,111361,57.9792,B18,C,medium,71,A,low,3,D,high,,Y,320,Z,high,19,Z,low
331,0,367226,23.25,,Q,high,78,C,,53,,low,38,X,350,X,low,141,X,high
332,0,113043,28.5,C124,S,medium,12,C,high,39,D,high,,Z,46,X,high,111,Z,medium
333,1,PC 17582,153.4625,C91,S,high,55,,low,11,C,unknown,24,Y,342,Z,high,164,Y,low
334,0,345764,18,,S,,,B,medium,,D,high,28,X,405,Y,high,420,Y,high
335,0,PC 17611,133.65,,S,,61,,,97,,,14,Y,45,X,high,,X,high
336,0,349225,7.8958,,S,unknown,55,,medium,,D,,,X,439,Y,medium,451,X,medium
337,0,113776,66.6,C2,S,medium,,B,unknown,,C,,14,Z,266,X,low,211,Z,medium
338,0,16966,134.5,E40,C,medium,,,,,D,,68,Z,308,X,,385,Z,
339,0,7598,8.05,,S,high,65,,,,,,,X,25,X,low,80,,medium
340,0,113784,35.5,T,S,,67,D,,62,,unknown,,Y,306,X,,407,Y,
341,1,230080,26,F2,S,unknown,,C,high,41,C,unknown,,X,227,X,high,305,Y,medium
342,2,19950,263,C23 C25 C27,S,low,,,medium,,A,medium,63,Y,185,Z,low,19,Y,high
343,0,248740,13,,S,unknown,72,B,,18,,medium,75,X,390,Y,high,344,Z,low
344,0,244361,13,,S,,77,,medium,66,A,low,56,Z,,Y,high,239,Y,low
345,0,229236,13,,S,,12,B,low,98,A,,,X,29,Z,medium,,X,low
346,0,248733,13,F33,S,high,88,,low,85,,high,25,Z,249,Z,low,423,X,low
347,0,31418,13,,S,unknown,,,medium,4,,,,X,371,Z,low,268,Z,high
348,0,386525,16.1,,S,low,,C,unknown,11,A,medium,,X,66,X,high,303,Z,medium
349,1,C.A. 37671,15.9,,S,high,48,,low,62,B,low,,Z,492,Z,low,,X,low
350,0,315088,8.6625,,S,low,48,,,92,B,low,49,Z,336,Z,high,,X,medium
351,0,7267,9.225,,S,low,91,,medium,84,C,,90,X,467,X,low,166,X,
352,0,113510,35,C128,S,unknown,96,A,high,90,,low,27,X,235,Z,medium,350,Y,high
353,1,2695,7.2292,,C,high,80,A,low,14,C,,51,Z,61,Z,medium,169,Y,low
354,0,349237,17.8,,S,medium,65,B,low,51,B,,,Z,88,Z,low,444,X,high
355,0,2647,7.225,,C,high,10,B,low,72,D,,63,Y,250,Y,high,158,X,medium
356,0,345783,9.5,,S,medium,91,C,medium,62,B,,,X,294,X,high,,X,high
357,1,113505,55,E33,S,medium,13,A,,77,B,high,41,X,367,Z,low,222,Y,medium
358,0,237671,13,,S,medium,16,B,unknown,21,A,medium,0,X,397,Y,high,9,X,high
359,0,330931,7.8792,,Q,medium,6,D,,45,D,,,Z,381,Z,high,405,Y,high
360,0,330980,7.8792,,Q,unknown,94,D,,44,,low,,X,294,,high,67,X,
361,4,347088,27.9,,S,medium,,D,,93,B,high,,Y,9,X,medium,234,Z,low
362,0,SC/PARIS 2167,27.7208,,C,medium,,,,20,B,unknown,,Z,264,Z,medium,453,Z,high
363,1,2691,14.4542,,C,high,8,A,medium,32,D,high,14,X,409,Y,medium,496,Y,low
364,0,SOTON/O.Q. 3101310,7.05,,S,unknown,41,,medium,,,medium,,,423,,,115,Z,high
365,0,370365,15.5,,Q,medium,72,A,high,15,A,high,79,Z,417,Z,,188,Y,medium
366,0,C 7076,7.25,,S,unknown,99,,,,A,unknown,45,X,5,Y,low,282,X,low
367,0,110813,75.25,D37,C,medium,,,medium,84,C,low,5,X,217,X,,349,X,low
368,0,2626,7.2292,,C,high,60,D,medium,,A,high,6,X,,Z,high,125,X,high
369,0,14313,7.75,,Q,unknown,83,C,high,70,,low,67,X,,Z,medium,274,Z,medium
370,0,PC 17477,69.3,B35,C,,90,B,high,59,A,,,X,204,Y,medium,417,,low
371,0,11765,55.4417,E50,C,low,27,B,low,,D,unknown,,Z,48,Z,high,381,Y,high
372,0,3101267,6.4958,,S,high,,D,,30,D,medium,40,X,96,X,high,411,X,high
373,0,323951,8.05,,S,,51,D,high,99,,,49,X,2,,high,444,X,low
374,0,PC 17760,135.6333,,C,medium,93,C,high,,,medium,16,Z,489,X,low,430,Y,low
375,1,349909,21.075,,S,unknown,11,D,,71,B,low,,X,429,Y,low,255,X,high
376,0,PC 17604,82.1708,,C,,9,B,high,,,,76,X,201,Y,low,487,X,medium
377,0,C 7077,7.25,,S,high,,B,high,,C,,42,X,2,Y,low,247,X,low
378,2,113503,211.5,C82,C,high,67,D,medium,,,low,49,Z,167,X,medium,354,Y,medium
379,0,2648,4.0125,,C,low,17,B,high,84,C,low,,Z,217,Z,high,471,X,high
380,0,347069,7.775,,S,medium,89,D,medium,63,A,unknown,,,84,Y,medium,21,Z,medium
381,0,PC 17757,227.525,,C,high,10,B,medium,28,B,,98,Z,330,Y,high,466,Y,high
382,2,2653,15.7417,,C,low,,B,low,96,,unknown,81,X,498,Z,medium,,X,
383,0,STON/O 2. 3101293,7.925,,S,medium,,A,medium,70,,high,,Y,421,Y,high,498,X,high
384,0,113789,52,,S,,,C,low,42,,,,Y,428,Z,low,386,Z,medium
385,0,349227,7.8958,,S,unknown,,B,,13,,medium,72,X,415,X,low,78,Y,high
386,0,S.O.C. 14879,73.5,,S,low,84,B,medium,97,B,,33,Z,34,Z,high,150,Z,medium
387,2,CA 2144,46.9,,S,unknown,10,C,high,,C,unknown,51,Y,275,Z,medium,1,Z,high
388,0,27849,13,,S,medium,,A,unknown,,,low,14,Z,282,Z,medium,303,Z,low
389,0,367655,7.7292,,Q,high,61,,low,83,,,,X,50,Z,high,218,,low
390,0,SC 1748,12,,C,high,2,D,unknown,60,D,high,,Z,73,Z,high,237,Z,
391,2,113760,120,B96 B98,S,,74,C,medium,,,unknown,72,X,282,Y,,366,Z,low
392,0,350034,7.7958,,S,unknown,,C,,23,A,unknown,60,X,357,Z,medium,410,,high
393,0,3101277,7.925,,S,low,75,,,7,A,low,,Y,104,Z,medium,36,X,low
394,0,35273,113.275,D36,C,low,,C,unknown,,,,50,X,242,Y,medium,458,Y,high
395,2,PP 9549,16.7,G6,S,unknown,19,B,low,,C,,,X,37,Z,high,186,Z,medium
396,0,350052,7.7958,,S,high,,,,,,low,,Z,55,X,high,376,Z,medium
397,0,350407,7.8542,,S,unknown,6,A,,16,A,,1,Y,290,Z,low,290,X,medium
398,0,28403,26,,S,medium,53,C,,57,C,,,Y,278,Z,medium,221,X,medium
399,0,244278,10.5,,S,,,C,high,12,A,low,,X,375,X,medium,106,X,medium
400,0,240929,12.65,,S,low,,,medium,,A,,36,Z,455,X,medium,94,Z,medium
401,0,STON/O 2. 3101289,7.925,,S,medium,20,,medium,79,A,high,87,Z,94,,low,365,Y,high
402,0,341826,8.05,,S,low,76,D,,,C,unknown,64,Z,170,X,medium,160,Y,high
403,0,4137,9.825,,S,unknown,69,,,94,B,low,60,Y,427,Z,high,114,X,medium
404,0,STON/O2. 3101279,15.85,,S,,,C,,31,B,,,Y,25,Y,low,2,X,medium
405,0,315096,8.6625,,S,unknown,,D,unknown,94,C,low,50,X,414,Y,medium,420,Z,low
406,0,28664,21,,S,low,6,,,78,A,high,70,X,472,,high,197,X,high
407,0,347064,7.75,,S,low,44,A,unknown,33,,unknown,,X,49,Y,medium,174,X,low
408,1,29106,18.75,,S,,,B,unknown,,,unknown,60,Y,,Z,medium,185,X,medium
409,0,312992,7.775,,S,,11,D,medium,10,C,medium,17,Z,342,,low,299,X,high
410,1,4133,25.4667,,S,medium,55,B,high,,,medium,67,Z,237,X,low,240,Y,high
411,0,349222,7.8958,,S,medium,,D,,20,C,,7,X,493,Y,medium,272,Z,medium
412,0,394140,6.8583,,Q,,,,,26,,unknown,31,X,272,Y,,138,X,medium
413,0,19928,90,C78,Q,,,,high,41,A,,91,X,327,Y,low,148,Y,low
414,0,239853,0,,S,low,8,B,medium,,C,low,,X,118,Z,low,431,X,medium
415,0,STON/O 2. 3101269,7.925,,S,,67,C,high,80,A,unknown,90,Y,,Y,high,219,Y,low
416,0,343095,8.05,,S,low,33,,medium,69,B,,35,Z,88,X,high,,X,high
417,1,28220,32.5,,S,low,,,high,15,,unknown,68,X,73,Y,low,422,Y,high
418,2,250652,13,,S,,19,C,medium,16,,low,70,Z,56,Y,medium,355,,low
419,0,28228,13,,S,medium,97,,medium,,C,,,Y,446,X,medium,274,Y,low
420,2,345773,24.15,,S,,25,D,,94,D,medium,,Y,34,,low,418,X,medium
421,0,349254,7.8958,,C,medium,68,D,,,C,high,96,Z,258,X,low,27,X,medium
422,0,A/5. 13032,7.7333,,Q,medium,,B,,,B,medium,11,Z,254,X,low,249,X,medium
423,0,315082,7.875,,S,medium,18,,low,14,A,medium,,,27,Y,,356,Z,low
424,1,347080,14.4,,S,high,30,,low,23,C,medium,44,Y,421,X,low,54,X,high
425,1,370129,20.2125,,S,,1,B,,,D,unknown,67,X,250,Z,medium,91,Y,low
426,0,A/4. 34244,7.25,,S,low,,C,,20,B,,55,Z,63,X,low,32,Y,medium
427,0,2003,26,,S,medium,33,,low,61,,,,Z,64,Y,low,243,Y,high
428,0,250655,26,,S,low,49,A,unknown,92,,low,9,Z,350,X,low,270,X,high
429,0,364851,7.75,,Q,medium,15,B,,,C,high,51,Y,309,Y,medium,234,Y,medium
430,0,SOTON/O.Q. 392078,8.05,E10,S,,82,,high,60,C,high,83,X,206,Z,low,27,Z,low
431,0,110564,26.55,C52,S,medium,21,B,low,,A,high,,,,Y,low,243,Z,high
432,0,376564,16.1,,S,low,,,unknown,,A,low,27,Y,17,Y,low,444,X,low
433,0,SC/AH 3085,26,,S,high,87,C,high,0,,unknown,86,Y,15,X,high,15,Y,low
434,0,STON/O 2. 3101274,7.125,,S,low,71,,,11,B,unknown,35,X,267,X,medium,387,X,low
435,0,13507,55.9,E44,S,low,60,B,,,,unknown,56,Z,181,Y,high,136,Z,high
436,2,113760,120,B96 B98,S,,,A,medium,,B,unknown,,Y,126,Y,low,37,Y,medium
437,2,W./C. 6608,34.375,,S,unknown,,D,,32,,medium,52,X,189,X,,25,Z,medium
438,3,29106,18.75,,S,unknown,96,D,unknown,52,C,,,Y,302,Z,low,6,Z,high
439,4,19950,263,C23 C25 C27,S,high,,D,,57,A,medium,,Z,146,Y,low,207,X,high
440,0,C.A. 18723,10.5,,S,high,40,A,high,66,,,47,Y,174,X,low,248,Y,high
441,1,F.C.C. 13529,26.25,,S,high,25,C,high,,,medium,,,141,X,low,310,Y,low
442,0,345769,9.5,,S,high,,,unknown,37,,high,65,Z,333,Y,low,40,,
443,0,347076,7.775,,S,high,97,D,medium,88,A,unknown,41,Y,27,Y,low,327,Z,medium
444,0,230434,13,,S,unknown,69,,low,5,A,high,52,Y,459,Z,low,369,Y,high
445,0,65306,8.1125,,S,,3,C,,,C,unknown,,X,277,Y,high,32,X,medium
446,2,33638,81.8583,A34,S,low,46,A,high,95,,unknown,86,Z,122,Y,low,,Y,low
447,1,250644,19.5,,S,medium,,C,,17,A,low,12,Z,379,Z,,59,Z,
448,0,113794,26.55,,S,unknown,,D,medium,99,,unknown,87,Y,469,Y,medium,219,Y,medium
449,1,2666,19.2583,,C,medium,77,A,high,28,A,unknown,,X,29,Z,medium,330,Z,high
450,0,113786,30.5,C104,S,low,70,,,36,A,,,Y,102,Y,,435,Z,medium
451,2,C.A. 34651,27.75,,S,unknown,6,,,,C,,2,Z,71,Z,medium,265,Y,medium
452,0,65303,19.9667,,S,high,55,A,unknown,94,A,,,X,35,Y,low,217,Z,low
453,0,113051,27.75,C111,C,,,,,,A,unknown,5,Y,,Z,low,,Y,low
454,0,17453,89.1042,C92,C,medium,48,,high,16,D,,,Y,96,Z,low,108,Y,low
455,0,A/5 2817,8.05,,S,low,,B,,48,A,low,,Y,191,Y,high,102,Z,low
456,0,349240,7.8958,,C,medium,,D,medium,15,C,low,76,Y,407,X,medium,233,X,
457,0,13509,26.55,E38,S,medium,86,D,high,78,D,low,70,Z,,X,low,60,Z,low
458,0,17464,51.8625,D21,S,unknown,46,B,low,,D,,84,X,338,X,,11,Y,low
459,0,F.C.C. 13531,10.5,,S,,53,A,,49,D,unknown,0,Y,48,X,medium,181,Y,high
460,0,371060,7.75,,Q,low,62,,high,39,B,high,78,Z,485,Y,low,76,Z,high
461,0,19952,26.55,E12,S,,65,A,high,3,D,low,31,Z,41,X,,318,Y,low
462,0,364506,8.05,,S,unknown,63,D,medium,5,,,,Y,354,X,high,274,Z,high
463,0,111320,38.5,E63,S,medium,78,C,high,51,,medium,76,Z,319,X,medium,242,Y,low
464,0,234360,13,,S,medium,98,C,low,39,A,,68,X,206,X,high,248,X,low
465,0,A/S 2816,8.05,,S,high,82,A,high,12,C,,41,Y,419,Y,low,49,Y,medium
466,0,SOTON/O.Q. 3101306,7.05,,S,high,13,,unknown,13,D,medium,61,Z,446,Z,high,201,X,low
467,0,239853,0,,S,medium,,C,unknown,,,,46,Y,35,Z,medium,35,Z,low
468,0,113792,26.55,,S,unknown,,,unknown,,D,,62,Y,479,Z,high,177,X,high
469,0,36209,7.725,,Q,high,50,B,,60,,medium,45,Y,120,Z,high,338,Y,high
470,1,2666,19.2583,,C,low,52,,low,83,D,high,39,Y,395,Z,medium,493,Z,low
471,0,323592,7.25,,S,,71,,high,6,C,,20,Z,410,X,low,148,,low
472,0,315089,8.6625,,S,unknown,,B,low,,B,,38,Y,278,X,high,132,Y,high
473,2,C.A. 34651,27.75,,S,medium,26,C,medium,,A,,,X,431,Y,medium,334,Y,high
474,0,SC/AH Basle 541,13.7917,D,C,high,45,B,high,20,,unknown,87,X,412,X,medium,458,Y,low
475,0,7553,9.8375,,S,,,,high,53,,,,Z,,X,high,147,Z,high
476,0,110465,52,A14,S,,31,C,high,,B,medium,18,Y,89,Z,high,419,X,low
477,0,31027,21,,S,unknown,2,,unknown,,C,low,50,X,217,Y,low,157,Y,medium
478,0,3460,7.0458,,S,low,97,,low,,,,,X,450,Z,medium,319,X,high
479,0,350060,7.5208,,S,high,,B,unknown,66,B,high,,X,101,Y,high,104,Y,medium
480,1,3101298,12.2875,,S,high,60,,,75,A,,32,X,499,Y,,131,Z,medium
481,2,CA 2144,46.9,,S,low,,A,medium,0,B,,4,Z,,X,medium,491,X,high
482,0,239854,0,,S,,27,,medium,,A,,5,Y,332,X,low,194,Y,medium
483,0,A/5 3594,8.05,,S,,34,,high,50,A,low,,Y,320,X,low,8,X,high
484,0,4134,9.5875,,S,medium,28,B,high,36,,high,72,X,97,Z,medium,386,X,high
485,0,11967,91.0792,B49,C,,,,medium,,,unknown,86,Z,236,Z,high,63,Z,low
486,1,4133,25.4667,,S,low,15,B,low,,C,medium,49,Z,72,X,medium,55,Z,high
487,0,19943,90,C93,S,,,D,low,75,C,unknown,,Z,182,Y,low,418,Z,high
488,0,11771,29.7,B37,C,,45,,medium,82,C,low,92,Y,479,Y,high,174,Y,high
489,0,A.5. 18509,8.05,,S,,53,B,,41,,,27,Y,27,Y,low,69,Y,medium
490,1,C.A. 37671,15.9,,S,,1,,high,93,A,unknown,15,X,435,X,low,,Z,medium
491,0,65304,19.9667,,S,,84,C,unknown,92,C,high,13,Z,338,X,medium,140,Y,medium
492,0,SOTON/OQ 3101317,7.25,,S,low,67,,low,66,D,high,35,Z,374,X,high,316,Z,high
493,0,113787,30.5,C30,S,medium,7,B,medium,58,A,unknown,73,X,141,X,low,131,X,medium
494,0,PC 17609,49.5042,,C,high,84,C,low,,,medium,,Y,474,X,,290,X,low
495,0,A/4 45380,8.05,,S,unknown,3,C,,60,C,,,X,126,Y,high,348,Y,high
496,0,2627,14.4583,,C,unknown,,A,,,D,,34,Y,251,Z,medium,378,X,low
497,0,36947,78.2667,D20,C,high,46,D,low,97,B,low,,X,18,Z,,,,medium
498,0,C.A. 6212,15.1,,S,low,,C,,19,D,high,68,Z,443,Y,medium,307,X,low
499,2,113781,151.55,C22 C26,S,,95,A,high,66,A,medium,66,Z,352,X,low,420,X,medium
500,0,350035,7.7958,,S,low,,C,unknown,73,,unknown,43,Z,81,Y,low,420,Z,medium
501,0,315086,8.6625,,S,low,,C,,,D,unknown,,X,331,X,medium,373,Y,
502,0,364846,7.75,,Q,high,57,D,medium,34,B,medium,,X,91,X,medium,199,Z,high
503,0,330909,7.6292,,Q,,,,high,86,C,high,65,Z,222,Z,high,265,X,medium
504,0,4135,9.5875,,S,low,72,B,high,48,A,,81,X,256,,low,483,X,
505,0,110152,86.5,B79,S,low,88,A,high,38,C,medium,,Y,465,Y,low,124,Y,low
506,0,PC 17758,108.9,C65,C,high,,C,low,15,C,unknown,85,Z,166,Y,low,346,Z,high
507,2,26360,26,,S,medium,,,,32,,medium,,Y,6,X,medium,396,Z,high
508,0,111427,26.55,,S,high,51,B,,97,A,,,X,216,Y,high,240,Z,medium
509,0,C 4001,22.525,,S,medium,,,unknown,,,high,95,Z,463,Y,high,432,Y,
510,0,1601,56.4958,,S,high,,C,unknown,,,unknown,56,Z,399,Z,low,214,Z,medium
511,0,382651,7.75,,Q,,,B,high,,D,high,27,X,29,Y,medium,418,X,high
512,0,SOTON/OQ 3101316,8.05,,S,,70,,high,,A,unknown,60,Y,26,X,high,322,Y,low
513,0,PC 17473,26.2875,E25,S,medium,51,B,,66,C,medium,62,Y,378,Z,low,25,X,high
514,0,PC 17603,59.4,,C,high,,,unknown,37,D,medium,,Y,360,X,high,411,X,high
515,0,349209,7.4958,,S,high,42,B,medium,84,C,medium,20,Z,278,X,low,348,Y,high
516,0,36967,34.0208,D46,S,high,49,D,medium,42,B,low,,Z,44,Y,low,111,Z,high
517,0,C.A. 34260,10.5,F33,S,,,C,high,85,A,,54,X,140,Z,low,351,X,high
518,0,371110,24.15,,Q,low,55,C,,74,B,medium,14,Z,423,X,high,255,Z,
519,0,226875,26,,S,,79,,,77,A,unknown,77,Z,69,X,high,471,Y,low
520,0,349242,7.8958,,S,high,2,C,high,92,A,unknown,,X,100,X,high,152,Z,low
521,0,12749,93.5,B73,S,high,75,A,high,79,B,,93,X,226,Z,high,131,X,medium
522,0,349252,7.8958,,S,,50,,medium,,,medium,67,Y,367,,high,29,Z,
523,0,2624,7.225,,C,,,B,high,52,A,high,33,Z,414,Z,medium,393,X,low
524,1,111361,57.9792,B18,C,high,47,C,,,,unknown,37,Z,295,X,high,492,Y,medium
525,0,2700,7.2292,,C,,47,C,medium,6,,low,69,Y,246,Z,low,344,Z,low
526,0,367232,7.75,,Q,,12,B,,59,,unknown,8,X,192,X,medium,184,Z,medium
527,0,W./C. 14258,10.5,,S,high,,B,,,,unknown,71,X,21,Z,high,439,X,
528,0,PC 17483,221.7792,C95,S,medium,70,C,unknown,,D,unknown,55,Z,133,Z,high,126,X,high
529,0,3101296,7.925,,S,high,,,high,10,C,low,22,Y,107,Z,medium,346,Y,high
530,1,29104,11.5,,S,,9,A,unknown,50,A,unknown,89,Y,28,Z,low,298,Y,medium
531,1,26360,26,,S,unknown,21,B,,57,A,high,62,Z,372,X,high,426,X,high
532,0,2641,7.2292,,C,,87,,unknown,10,C,high,16,X,176,Y,low,485,X,low
533,1,2690,7.2292,,C,,,D,high,63,,low,65,X,254,X,high,179,X,low
534,2,2668,22.3583,,C,low,50,,unknown,16,,medium,41,Z,100,Y,high,47,X,high
535,0,315084,8.6625,,S,,,D,unknown,14,D,medium,76,X,295,Y,high,78,Y,high
536,2,F.C.C. 13529,26.25,,S,unknown,,C,unknown,40,D,unknown,49,Z,67,Z,low,369,X,
537,0,113050,26.55,B38,S,,85,B,,,C,,99,Z,338,Y,low,181,Z,low
538,0,PC 17761,106.425,,C,,89,,high,91,C,,92,X,369,Z,medium,69,Z,low
539,0,364498,14.5,,S,low,28,D,unknown,,D,,4,Y,155,X,medium,407,X,low
540,2,13568,49.5,B39,C,unknown,58,A,medium,,A,low,,Z,106,X,medium,324,Z,medium
541,2,WE/P 5735,71,B22,S,,,A,low,73,C,unknown,,Y,390,Z,low,65,Y,low
542,2,347082,31.275,,S,,,B,unknown,,,unknown,,X,111,,medium,356,X,high
543,2,347082,31.275,,S,high,0,A,high,98,A,medium,14,X,89,Z,high,318,X,medium
544,0,2908,26,,S,medium,97,D,,74,A,high,53,X,170,Y,high,492,Y,high
545,0,PC 17761,106.425,C86,C,high,35,D,high,,B,unknown,15,X,483,Z,medium,493,Z,medium
546,0,693,26,,S,,,C,low,94,B,high,,X,231,Y,low,487,X,high
547,0,2908,26,,S,low,61,,medium,10,D,high,45,X,131,Y,low,447,X,low
548,0,SC/PARIS 2146,13.8625,,C,,78,A,medium,45,B,low,99,Z,256,Z,low,,,medium
549,1,363291,20.525,,S,,,C,,,C,,87,Y,174,Z,,335,Z,low
550,1,C.A. 33112,36.75,,S,unknown,,B,unknown,0,,,,X,332,X,high,,X,high
551,2,17421,110.8833,C70,C,low,89,B,high,45,D,high,,X,219,Z,medium,396,Z,medium
552,0,244358,26,,S,unknown,93,B,low,68,C,unknown,,X,294,Y,high,482,Y,
553,0,330979,7.8292,,Q,high,15,,medium,79,D,,66,X,218,Z,low,58,X,high
554,0,2620,7.225,,C,,90,C,low,41,C,high,13,Z,,Y,high,68,Z,high
555,0,347085,7.775,,S,unknown,90,A,unknown,86,A,,,X,223,Z,low,249,X,low
556,0,113807,26.55,,S,low,,C,medium,67,C,,99,Y,196,Y,low,146,Y,high
557,0,11755,39.6,A16,C,low,21,D,,4,B,low,,Y,481,X,high,265,Y,high
558,0,PC 17757,227.525,,C,unknown,,A,medium,27,B,high,1,X,132,Z,high,155,Z,medium
559,1,110413,79.65,E67,S,low,99,D,low,93,C,medium,,X,402,X,medium,391,Z,medium
560,0,345572,17.4,,S,,,C,unknown,0,B,unknown,,X,354,Y,medium,449,Z,high
561,0,372622,7.75,,Q,,,B,high,10,A,unknown,,X,263,Z,high,141,,medium
562,0,349251,7.8958,,S,unknown,19,C,medium,34,,unknown,63,Z,158,Z,high,386,X,medium
563,0,218629,13.5,,S,,8,,,99,C,unknown,35,Z,241,Z,low,53,X,low
564,0,SOTON/OQ 392082,8.05,,S,high,25,D,high,,,medium,35,Y,,,low,398,Y,high
565,0,SOTON/O.Q. 392087,8.05,,S,low,6,A,low,,,,,Z,90,Z,low,,Y,high
566,0,A/4 48871,24.15,,S,,19,A,,39,C,high,85,Z,293,X,medium,355,X,low
567,0,349205,7.8958,,S,,7,C,,93,C,,49,Z,,Z,low,,X,medium
568,4,349909,21.075,,S,low,76,B,low,21,D,medium,31,X,316,X,medium,53,Y,low
569,0,2686,7.2292,,C,high,58,A,high,57,B,high,,Z,72,Z,low,421,Z,medium
570,0,350417,7.8542,,S,low,51,B,unknown,46,,,1,,254,Y,medium,54,Z,low
571,0,S.W./PP 752,10.5,,S,medium,80,C,,,,unknown,48,Y,91,Z,high,240,Z,high
572,0,11769,51.4792,C101,S,,41,,high,75,,low,55,Z,464,Y,low,87,Y,
573,0,PC 17474,26.3875,E25,S,high,40,D,,83,,medium,67,Y,175,Z,low,423,Z,high
574,0,14312,7.75,,Q,,20,B,unknown,11,D,,80,X,210,Z,,287,Y,high
575,0,A/4. 20589,8.05,,S,low,,A,high,,D,,36,X,428,,low,253,Y,high
576,0,358585,14.5,,S,unknown,,,high,,D,high,,X,213,X,,158,X,low
577,0,243880,13,,S,high,58,D,unknown,,,low,,X,96,Y,high,391,Y,high
578,0,13507,55.9,E44,S,,,A,unknown,66,D,medium,76,Y,446,Y,medium,105,X,high
579,0,2689,14.4583,,C,,53,B,,63,,unknown,,,323,X,low,360,Y,low
580,0,STON/O 2. 3101286,7.925,,S,,29,,high,37,D,medium,3,Y,302,X,medium,484,Z,low
581,1,237789,30,,S,high,,C,low,,B,medium,,Y,37,X,high,133,Y,high
582,1,17421,110.8833,C68,C,high,82,B,unknown,,,low,,X,224,Z,low,343,X,medium
583,0,28403,26,,S,,,,unknown,82,B,,,Y,229,Y,high,154,Z,low
584,0,13049,40.125,A10,C,medium,25,,medium,89,A,low,50,Z,131,Z,high,464,Z,medium
