"id","ExtraCol17","ExtraCol18","ExtraCol19","ExtraCol20","ExtraCol21","ExtraCol22","ExtraCol23","ExtraCol24","ExtraCol25","ExtraCol26","ExtraCol27","ExtraCol28","ExtraCol29","ExtraCol30","ExtraCol31","ExtraCol32","ExtraCol33","ExtraCol34","ExtraCol35","ExtraCol36","ExtraCol37","storage_class","region","access_tier","other_details","event_date","login_time","logout_time","last_activity_ts","Headline_cnn","Description_cnn","Title_sc","Speaker (Party)(or nominated by)_sc","Speaker and title_sc","Statements_sc","DR1","DR2","DR3","DR4","DR5","DR6","DR7","DR8"
252,"b","high",231,"X","high",275,"Y","low",367,"X","",372,"Z","medium",311,"X","medium",220,"X","high",NA,"","","","","15-05-2024","07:39:00","10:35:00","15-05-2024 10:30","Opinion: The economy is recovering fast. But we need to ensure it works for everyone - CNN","We would have millions fewer jobs today if Congress had not enacted the Covid relief and recovery measures it did. ","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Senator Hatch for 10 minutes.",-1.27887007347976,0.500104337286023,0.210933129580896,0.410849083210915,0.556145887252317,1.90416642707705,0.514739302293544,-1.3791576064096
253,"b","medium",163,"Y","high",9,"Z","low",364,"Z","",295,"Z","medium",149,"X","medium",NA,"Y","medium",491,"","","","","14-01-2024","06:14:00","09:13:00","14-01-2024 09:09","Opinion: Expect markets to be on a wild ride until the Fed really starts raising rates - CNN","Market volatility will continue until investors figure out whether the Fed is actually serious about raising rates aggressively.","Senator","R","Senator Orrin Hatch (UT)","Senator HATCH. Well, thank you, Mr. Chairman. I would first like to thank you for your tremendous work in organizing this hearing. This has been the most thorough Supreme Court confirmation process that I have ever participated in. We have received more than twice as many documents for Judge Kavanaugh as for any Supreme Court nominee in history. This is a big deal. We have tens of thousands of pages of Judge KavanaughÕs opinions, speeches, and other writings. This has been an exhaustive process, and I want to thank you for your leadership on it. Now to our witness, Judge Kavanaugh, it is good to see you. I have known you for a long time. This is my fifteenth and final Supreme Court confirmation hearing. I participated in the confirmation of every current Justice on the Court. I have participated in the confirmation of over half of all Federal judges now serving in the Federal system or who have ever served in the Federal system. I know a good nominee when I see one, and you are a great nominee. I do not think there is any question about it. I have known you for a long time. I remember when you first came before this Committee back in 2004 for your first confirmation hearing. I was the Chairman of this Committee at the time. I got to know you well. I was impressed by your intellect, your legal ability, and your integrity, all of which were very much notable. At only 39 years of age, you knew more about the law than most lawyers who have practiced for a lifetime. And you have been an outstanding judge. You have earned the respect of your colleagues, and you have earned the respect of the Supreme Court as well. As you know, the Supreme Court has adopted the positions in your opinions no less than 13 times. That is something nobody can really argue against. You have authored landmark opinions on the separation of powers, administrative law, and national security. You served as a mentor to dozens of clerks and hundreds of law students, male and female. And some of whom did not share your philosophy. Your student reviews are off the charts favorable, even by those who may not have completely agreed with your philosophical approaches on some matters. You volunteer in your community. [Disturbance in the hearing room.] Senator HATCH. Mr. Chairman, I ask for order.",0.913178810446707,-2.03679924502033,-1.31620832084668,0.472756693388136,1.61569046215181,-1.13454378142118,1.00598529711171,-1.20445484008637
254,"b","medium",249,"X","high",390,"Z","medium",229,"Z","high",140,"X","",485,"Y","low",340,"X","medium",44,"","","","","19-07-2024","14:53:00","18:16:00","19-07-2024 18:12","Opinion: Why inflation is about to peak - CNN","With fewer people getting sick, there should be more workers in the transportation sector (truckers and dock workers, for instance) — helping to get goods from producers to consumers.","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Just go ahead.",0.92591296353101,-0.91280634915419,-1.17038378913213,-0.0721367722963107,-1.01415436536245,-0.693956784548574,2.1159575210831,-0.331435616958033
255,"b","medium",395,"X","low",340,"X","high",261,"X","high",447,"X","high",497,"X","medium",160,"Z","medium",50,"","","","","14-11-2024","10:50:00","14:04:00","14-11-2024 14:03","Opinion: The government can't run on short-term spending bills - CNN","Congress should pass a full-year spending bill to strengthen the programs that provide essential support.","Senator","R","Senator Orrin Hatch (UT)","Senator HATCH. You volunteer in the community. You coach youth basketball. You are the sort of person many of us would like to have as a friend and a colleague. You also apparently like to eat pasta with ketchup, but nobody is perfect. Now this being politics and this beingÑthis being a Supreme Court confirmation hearing, my Democratic colleagues actuallyÑÑ [Disturbance in the hearing room.] Senator HATCH. I have got to admit this isÑÑ My Democratic colleagues can admit that you are actually a good judge and a good person as well. They have to turn the volume up to 11 and try to paint you as one of the four horsemen of the apocalypse. Anyone who actually knows you knows that is ridiculous, and the American people will see soon enough that you are a smart, decent, normal person that just so happens to have been nominated to the highest court in our land. So here are the facts. Judge Kavanaugh is one of the most distinguished judgesÑÑ [Disturbance in the hearing room.] Senator HATCH. Mr. Chairman, I think we ought to have this loudmouth removed. I mean, we should not have to put up with this kind of stuff. I hope she is not a law student.",-0.0798138776084753,0.685738390831157,1.01354337960319,0.666103998151726,-0.85436185897492,0.967578995335939,1.29680892919736,0.0176750819600578
256,"b","low",96,"Z","low",448,"X","medium",130,"Y","high",233,"","medium",335,"X","high",413,"Z","high",488,"","","","","12-07-2024","06:46:00","08:41:00","12-07-2024 08:34","Opinion: The labor market is upside down. Here's what CEOs can do about it - CNN","Expanding recruitment efforts to people who have work experience but don't have degrees could open significant opportunities for job seekers, while broadening the talent pipeline for companies. ","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. IÑnow that we have quiet, I would like to explain that I advised 2 years ago that at my hearings I expected the police to do their job, and I expected the Committee to go on. But if you do not want to continue, we willÑÑ",-0.373814890314166,1.10307764769264,-1.13567244891924,-2.37360386033135,-0.572945247036382,1.0836991325884,-0.398805770216383,1.13737072197096
257,"b","medium",300,"X","high",46,"X","high",376,"Z","high",228,"Z","medium",315,"X","medium",8,"X","medium",NA,"","","","","07-07-2024","07:10:00","08:45:00","07-07-2024 08:35","Opinion: Our nursing workforce will keep crumbling if changes aren't made - CNN","Ask any nurse in the United States -- there are more than 4 million of us -- ""How are you doing?"" and the answer will be the same: ""Nurses are not OK."" After nearly two years, the Covid-19 pandemic has upended us.","Senator","R","Senator Orrin Hatch (UT)","Senator HATCH. I am going to continue.",0.271107304770438,0.0805117452192978,-0.592292342500185,1.66082018460035,-1.14779864908765,0.831967076655332,0.538221827004263,-0.607738948685103
258,"b","high",217,"Z","medium",73,"Y","low",485,"Y","medium",329,"Z","high",152,"","medium",236,"X","low",157,"","","","","09-05-2024","11:40:00","14:49:00","09-05-2024 14:39","Opinion: Parents' fury over school closures is righteous, but misdirected - CNN","With so many parents saying they're doing worse now than they were at the start of the pandemic, it's not surprising that the debate about who is responsible is getting ugly, writes Kara Alaimo, who argues American women and Democrats are the last groups who should be taking the blame. It's time we all instead turn our attention to those who are actually at fault, she says.","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Okay. Go ahead.",-0.246724149156685,0.0895375212099442,0.170106356828827,0.159107929181759,0.220261569104691,0.0674635346147906,-0.802172754385709,-2.3204521125816
259,"b","low",348,"Y","low",335,"Z","medium",38,"X","high",465,"Z","medium",35,"Y","low",298,"","medium",60,"","","","","11-12-2024","21:30:00","23:01:00","11-12-2024 22:57","Opinion: If you think that glass of wine is good for you, it's time to reconsider - CNN","While there has been research to suggest a glass of wine a day can promote longevity or heart health, the consensus on alcohol's salutary effects has started to change, writes Jonathan Reiner.","Senator","R","Senator Orrin Hatch (UT)","Senator HATCH. Okay. So here are the facts. Judge Kavanaugh is one of the distinguished judges in the entire country. He has served for over 12 years now on the U.S. Court of Appeals for the D.C. Circuit. The D.C. Circuit is often referred to as the secondÑÑ [Disturbance in the hearing room.] Senator HATCH [continuing]. Second-highest court in the land because it hears many critically important cases involving agency action and the separation of powers. During his time on the bench, Judge Kavanaugh has heard over 1,000 cases. He has written more than 300 opinions. His opinions span nearly 5,000 pages in length. What is remarkable about Judge KavanaughÕs judicial record is not just its length, but its depth and its quality. Judge Kavanaugh has been a true thought leader. He has written powerful opinions on the separation of powers and administrative law. He has shown that he brings a fair-minded approach to questions of criminal law and employment law. On almost every issue of consequence, Judge Kavanaugh has made a significant contribution to our NationÕs jurisprudence, and he has won respect from both sides of the political spectrum. The Committee has received letters from former clerks, former colleagues, former students, and former classmates, all attesting to Judge KavanaughÕs sterling character and qualifications, some of whom are Democrats. Eminent members of the Supreme Court bar and legal academia have all written in strong support of Judge KavanaughÕs nomination. The authors of these letters emphasize that they have different political views and that they do not agree on every subject. But to a person, they speak of Judge KavanaughÕs integrity and judgment, and they enthusiastically endorse his nomination. I would like to highlight one letter in particular from 18 of Judge KavanaughÕs former women law clerks. That is all of his former women clerks, all of them, who were not precluded by their current or pending employment from signing the letter. They write that ÔÔJudge Kavanaugh has been one of the strongest advocates in the Federal judiciary for women lawyers.ÕÕ They detail the mentoring and encouragement Judge Kavanaugh has given them in their careers, and they say that is it ÔÔnot an exaggeration to say that we would not be the professors, prosecutors, public officials, and appellate advocates we are today without his enthusiastic encouragement and unwavering support.ÕÕ It bears emphasis that these former clerks span the political divide. A number went on to clerk for liberal Justices. That itself shows you the high regard Judge Kavanaugh has across the ideological spectrum. Republicanand Democratic-appointed judges alike have hired his former clerks. Judge Kavanaugh is no ideologue. He is no extremist. He is a highly respected, thoughtful, fair-minded judge who is well within the judicial mainstream. Look no further than the letter the Committee received from over 40 members of the Supreme Court bar supporting Judge KavanaughÕs nomination. Among the signers are people like Lisa Blatt, Deanne Maynard, and Kathleen Sullivan. These are nationally renowned attorneys who practice frequently before the Supreme Court and the Federal courts of appeals, and they are not conservatives. To the contrary, they are among the most prominent liberal attorneys at the bar today and in the country. But they know Judge Kavanaugh. They know his work. They know his character. And they know that he is an outstanding judge, and they know that he will make an outstanding Justice. If we could just get the politics out of this, I think we could all agree that Judge Kavanaugh is an indisputably qualified nominee with strong backing in the legal community who is well within the judicial mainstream. Go ask anyone who practices regularly before the Supreme Court who does not have a partisan agenda, and they will tell you Judge Kavanaugh is exactly the kind of person we should have on the Court or we should want on the Court. Indeed, no less than Bob Bennett, Bill ClintonÕs personal lawyer during ClintonÕs Presidency, wrote to the Committee urging support for Judge KavanaughÕs nomination. Here is what he intended to say: ÔÔAs a Washington attorney, I can attest to the high esteem in which the bar holds Judge Kavanaugh. Lawyers love arguing before him for good reason because they know he will approach every case with an open mind.ÕÕ Bennett continues, ÔÔBrett is the most qualified person any Republican President could possibly have nominated.ÕÕ [Disturbance in the hearing room.] Senator HATCH. ÔÔWere the Senate to fail to confirm Brett, it would not only mean passing up the opportunity to confirm a great jurist but would also undermine civility in politics twice over, just in playing politics with such an obviously qualified candidate and then again in losing the opportunity to put such a strong advocate for decency and civility on our NationÕs highest court.ÕÕ Again, this is President ClintonÕs personal lawyer during ClintonÕs Presidency who litigated against Judge Kavanaugh. Those who know Judge Kavanaugh hold him in highest regard. This is true of both Republicans and Democrats. Unfortunately, we have all these interest groups streaming from the sidelines and putting pressure on my Democratic colleagues to make this hearing about politics, to make it about pretty much anything except Judge Kavanaugh and his qualifications. We have folks who want to run for President, who want their moment in the spotlight, who want that coveted TV clip. Frankly, I wish we could drop all of the nonsense. Judge Kavanaugh is unquestionably qualified. He is one of the most widely respected judges in the country. He is well within the judicial mainstream. Anyone who wants to argue otherwise wants to banish half the country from the mainstream. So, Judge, I am glad you are here today. I am sorry you are going to have to go through some of this nonsense that is about to come your way, but I hope you do it well. You are smart. You are smart, and you are a fundamentally decent, good person. [Disturbance in the hearing room.] Senator HATCH. Anyone who actually knows you knows that to be true. Now, Mr. Chairman, I do not know that the Committee should have to put up with this type of insolence that is going on in this room today. And frankly, these people are so out of line they should not even be allowed in the doggone room. Now, Judge Kavanaugh, I am proud of you. I know how good you are. I know you deserve this position. I am proud of the President for nominating you, and frankly, I wish you the best because we are going to confirm you.",-0.867160938978888,-1.14123479967477,-0.412870152103698,-1.06127829918616,0.484975412567577,0.596810263723978,1.36265223489935,1.88244210929595
260,"a","medium",433,"Y","medium",244,"Z","high",37,"X","high",435,"Y","high",NA,"","low",119,"X","low",111,"","","","","13-08-2024","21:01:00","22:02:00","13-08-2024 21:57","Pete Davidson in talks to head to space on Jeff Bezos' Blue Origin - CNN","Pete Davidson might be headed to space.","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Out of courtesy to Ranking Member Feinstein, she wants to introduce people who are in the audience, and so she can take what time she wants right now.",1.89865250921836,-1.91138713774927,2.03520471517011,1.08129265252092,-0.0847916824735471,-0.854126221233505,0.166573188660903,0.581708128935733
261,"b","low",333,"Z","high",293,"X","high",132,"Y","high",196,"X","high",231,"","high",391,"X","low",37,"","","","","29-01-2024","20:13:00","23:38:00","29-01-2024 23:30","Courteney Cox still doesn't remember 'Friends' - CNN","Please don't ask Courteney Cox to quote dialogue from ""Friends"" episodes.","Senator","D","Senator Dianne Feinstein (CA)","Senator FEINSTEIN. Thank you. I will be very fast. I would like to recognize Marc Morial, the president of the National Urban League; Melanie Campbell, the president and CEO of the National Coalition on Black Civic Participation; Reverend Al Sharpton, the president of National Action Network; Vanita Gupta, president and CEO, Leadership Conference of Civil and Human Rights; Derrick Johnson, president and CEO, NAACP; Sherrilyn Ifill, president, NAACP Legal Defense Fund; Kristen Clarke, president and executive director, LawyersÕ Committee for Civil Rights; and Fatima Goss Graves, president and CEO, National WomenÕs Law Center. I would also like to recognize Fred Guttenberg, the father of Jaime, one of 17 killed in the Parkland shooting; Kelly Gregory, former Airman First Class, single mother, business owner, living with stage IV metastatic breast cancer; Sarah McBride, an advocate for LGBT rights and protections for patients; Tia Nelis, who works on behalf of people with disabilities; Angel Young, an enrolled member of the Standing Rock Lakota and a veteran; Kim Jorgensen Gane, who advocates for a womanÕs right to choose; Bobby Jenkins, a longtime resident of Randolph County, Georgia, and a voting rights advocate; Kerry Chen, who has been fighting for marriage benefits for same-sex couples; and Carlotta LaNier, a member of Little Rock Nine. Thank you for this courtesy. I really appreciate it.",1.34580293344687,1.73049973209255,-1.67073081447241,1.30453835291358,0.0265639748325618,0.0827590800486416,-0.284078051297767,0.8764038561213
262,"b","medium",201,"Z","high",217,"Y","low",58,"X","high",115,"Z","medium",158,"X","",39,"","high",179,"","","","","03-08-2024","12:47:00","14:50:00","03-08-2024 14:45","Javier Bardem and Penélope Cruz join history with their Oscar nominations - CNN","Javier Bardem and Penélope Cruz are in good company.","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Thank you. Senator Leahy.",1.11051254181381,-0.413414270931396,-1.28476245642631,0.712769386353554,0.87740885153233,0.371360311385167,-0.0498017144430768,-2.07487085879803
263,"b","high",419,"Y","low",320,"Z","high",4,"Z","high",162,"Y","high",480,"X","medium",325,"Y","medium",147,"","","","","26-05-2024","06:15:00","07:32:00","26-05-2024 07:26","'The Jennifer Hudson Show' to debut in fall 2022 - CNN","There's a new voice coming to the daytime talk show scene.","Senator","D","Senator Patrick Leahy (VT)","Senator LEAHY. Thank you, Mr. Chairman. And I was perfectly happy to yield to Senator Feinstein for that. Mr. Chairman, the last few minutes we have heard a lot of rhetoric. I think it might serve the Committee well to have some reality. I have served in the Senate for 44 years. During that span, I have been able to vote on 19 nominations to the Supreme Court. I mention this because I have a sense of history. Now I have never seen in that 44 years so much at stake with a single seat, but I have also never seen such a dangerous rush to fill it. President Trump promised he would only nominate judges to the Supreme Court who would overturn Roe v. Wade, judges who would dismantle the Affordable Care Act, judges who would reshape our judiciary. Now if that is not judicial activism, I do not know what is. And Judge Kavanaugh, with your nomination, the President has made it very clear that he is following through on his promises, and many of us feel he is. It seems that you may have intrigued him for another reason, your expansive view of Executive power and Executive immunity. You have taken the unorthodox position that Presidents should not be burdened with a criminal or civil investigation while in office. This is for now we have a President who has declared in the last 24 hours that the Department of Justice should not prosecute Republicans. It is ÔÔAlice in Wonderland,ÕÕ and I find it difficult to imagine that your views on this subject escaped the attention of President Trump, who seems increasingly fixated on his own ballooning legal jeopardy. When questioning you about these concerns, we will certainly look to your record on the bench. All of us, Republicans and Democrats, agree that we should. Indeed, your 12 years on the D.C. Circuit Court of Appeals will loom large during these hearings. But the unknown looms even larger. Before sitting on the bench, you were a political operative involved in the most political and partisan controversies of our time. During this time, you shared your personal view on contentious issues without regard to restrictions imposed by precedent or stare decisis. And it is precisely those views that are being hidden from us today. The Judiciary CommitteeÕs Supreme Court hearings are meant to be an unsparing examination of a nominee to a lifetime appointment to our highest court. They are intended to give the American peopleÑall, all, all the American people a genuine opportunity to scrutinize the nomineeÕs judicial philosophy, beliefs, and character because if confirmed with a stroke of a pen, a nominee may impact their lives for a generation or more. And how far we have fallen. Judge Kavanaugh, there are so many things wrong with this CommitteeÕs vetting of your record that it is hard to know where to begin. I have been on this Committee under both Republican and Democratic leadership. I never thought the Committee would sink to this. In fact, you should not be sitting in front of us today. You should be sitting in front of us only after we have completed a review of your record. Your vetting is less than 10 percent complete. In critical ways, our Committee is abandoning its tradition of exhaustively vetting Supreme Court nominees. First, inexplicably, my Republican friends refused to request records from your 3 years as White House staff secretary, even though you describe those as the most formative for you as a judge, when you provided advice on any issue that may cross the PresidentÕs desk. Now we know those issues include abortion, same-sex marriage, and torture. And torture. But 6 weeks ago, Senate Republicans huddled in a private meeting with the White House Counsel who is here today, and hours later, the American people were told those records would be off limits. And second, in a stark departure from Committee precedent, certainly the Committee precedent I have seen for 44 years, Chairman Grassley sent a partisan records request to the National Archives. Not only did it omit all 1 million records from your 3 years as staff secretary, it did not even request a privileged log. That means this Committee is in the dark as to what specific documents are being withheld and why. We do not even know what is being hidden. Such a move is simply incompatible with transparency. And third, the Archives told us it could not even produce this partial records request until the end of October. That is the nonpartisan Archives. Surely, I wouldÑÑ [Disturbance in the hearing room.] Senator LEAHY. Mr. Chairman, I do not intend at any point to continue what I have to say with such interruptions. I do not care whose side they are on. Now the Archives have said they could not produce this partial records request until the end of October. Surely I would think that the United States Senate could wait until then, even if it means a Supreme Court with eight Justices for a short time. After all, Senate Republicans established a tradition of having just eight Justices. They did that with their treatment of Chief Judge Merrick Garland that showed they were willing to have patience with filling Supreme Court vacancies when the first time ever they refused to have a vote on a Supreme Court nominee either up or down during a Presidential election year. And I have been here when they have had in the past such votes. But Republicans instead cast aside the Archives. They swapped the nonpartisan review process used for every nominee since Watergate for a partisan one. And I think you only have to look at Watergate to see why we have that nonpartisan process. It is followed by every nomination since Watergate until today, and my question still recurs. What is being hidden and why? Every White House record that we have received was handpicked by your deputy in the Bush White House, a hyper-conflicted lawyer who also represents a half dozen Trump administration officials who are under investigation by prosecutors in the Russia investigation. And this partisan lawyer decided which of your records the Senate, but more importantly, the American people, the American people get to see. Fourth, countless documents that have been provided to the Committee contain apparent alterations and omissions with zero explanation. No court in this country, certainly no court that I ever argued cases before would accept this as a legitimate document production, and the United States Senate should not either. And fifth, more than 40 percent of the documents we have received, almost 190,000 pages, are considered ÔÔcommittee confidentialÕÕ by Chairman Grassley. For the vast majority of them, there is not even a conceivable argument to restrict them. Compare this to the mere 860 documents that were designated ÔÔcommittee confidentialÕÕ for Justice Kagan. In that, the request was made by the nonpartisan Archives, not by this Committee, and we still had 99 percent of her records. And six, on Friday, we learned that President Trump is claiming executive privilege over an additional 102,000 pages of your records. Such a blanket assertion of executive privilege is simply unheard of in the history of this country, and the reason it is unheard of is because it is so outrageous. The last time a President attempted to hide a Supreme Court nomineeÕs record by invoking executive privilege was when President Reagan did this for Justice William Rehnquist. But then Republicans and Democrats came together. We demanded the documents be released, and President Reagan said okay, and they were released. Boy, how times have changed. And seven, to date, we have received less than half of Chairman GrassleyÕs partial records request, meaning we are moving forward even though we have received a fraction of the records even Republicans claim they needed to vet your nomination just a few weeks ago. And then we received an additional 42,000 pages from your record a few hours ago. The notion that anyone here has properly reviewed them or even seen them at all is laughable. It is laughable. It does not pass the giggle test. That alone would be reason to postpone during normal times, but nothing about this is normal. All told, only 4 percent, 4 percent of your White House record has been shared with the public. Only 7 percent has been made available to this Committee. The rest remains hidden from scrutiny. Compare this to the 99 percent of Justice KaganÕs White House record that was available to all Americans as a result of the bipartisan process I ran with then-Ranking Member Jeff Sessions. When Senator Sessions and I requested it, we got 99 percent. What is being hidden and why? And if I have not been clear, I will be so now. Today, the Senate is not simply phoning in our vetting obligation, we are discarding it. It is not only shameful. It is a sham. I felt, on the day when I took my oath of office the first time 44 years ago, I was told by both the Republican and Democratic leadership of the Senate, people I highly respected, that the Senate should be and can be the conscience of the Nation. I represented Vermont here for 44 years. I served with pride here, believing that the Senate can be and should be the conscience of the Nation. Today, with this hearing, it is not being the conscience of the Nation. And from the bits and pieces of your record that we have received, it appears you have provided misleading testimony about your involvement in controversial issues at the Bush White House during your previous confirmation hearing, misleading testimony. I asked you about these concerns last month, and I want to alert you that I will return to those concerns when you are under oath and I am asking you questions. What I fear is the American people will not know the full truth until your full record is public. And unfortunately, Republicans have done their best to ensure that will not happen. So we begin these hearings with gaping holes spanning multiple years of your career that deeply influenced, by your own words, your thinking as a judge. And any claim that this has been a thorough and transparent process is downright Orwellian. This is the most incomplete, most partisan, least transparent vetting for any Supreme Court nominee I have ever seen, and I have seen more of those than any person serving in the Senate today. So, Judge Kavanaugh, this hearing is premature. I hope you will use it, though, to answer our questions directly, clearly, and honestly because the American people have real concerns about how your confirmation would affect their lives. Now I will conclude with this. The Supreme Court is a guarantor of our liberties and our republic. Few, I would argue, are worthy of taking a seat. Only those with unimpeachable integrity. Only those who believe that truth is more important than party. Only those who are committed to upholding the rights of all Americans, not just those in power. As you know, inscribed in Vermont marble above the CourtÕs entrance are the words, ÔÔEqual justice under law.ÕÕ For the millions of Americans fearful that they are on the verge of losing hardfought rights, that aspiration has never been more important than it is today. Frankly, as a member of the Supreme Court bar and as a United States Senator, I feel it has never been more at risk. Thank you. [The prepared statement of Senator Leahy appears as a submission for the record.]",-0.23130218892612,0.567376177686404,1.03730530848715,0.758031812921305,0.91101775512473,-1.47449477468794,2.0115480194747,0.565637520082623
264,"a","high",471,"Y","low",329,"X","low",489,"Z","medium",131,"Y","high",146,"X","medium",316,"Y","low",79,"","","","","11-03-2024","21:38:00","21:53:00","11-03-2024 21:50","Angelina Jolie travels to Yemen amid Ukrainian war  - CNN","Angelina Jolie drew parallels between refugees in Yemen and those suffering because of the war in Ukraine.","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Chairman Grassley. Before I call on Senator Cornyn, how ridiculous it is to say that we do not have the records that it takes to determine this person qualified to be on the Supreme Court when all the documents we have add up to more than we have had for the last five Supreme Court nominees. How did we make those decisions for those other five?",-0.269258425618731,0.826981381095015,2.04110941506839,-0.238590146681436,2.11835807201928,-0.678769690047343,0.446432974087815,0.985690534122194
265,"b","low",398,"Y","low",94,"Z","low",291,"X","high",147,"X","high",107,"Z","high",393,"X","high",359,"","","","","25-11-2024","14:14:00","16:46:00","25-11-2024 16:43","Janet Jackson's documentary: The revelations we can't wait for - CNN","The trailer for Janet Jackson's forthcoming two-night documentary is ""All For You.""","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER. Mr. Chairman?",-1.03726652799978,-1.65062476188078,0.0231178489450529,-0.0536482717228127,1.7682460038193,1.09429519626608,1.1640382013573,1.23876975263192
266,"a","high",438,"Z","medium",380,"Y","high",388,"X","medium",215,"Y","",NA,"Y","",103,"X","high",17,"","","","","06-02-2024","08:22:00","09:21:00","06-02-2024 09:20","Analysis: Sidney Poitier left behind a legacy of landmark roles, but some smaller gems as well - CNN","Sidney Poitier left behind a legacy of landmark performances, from his Oscar win for ""Lilies of the Field"" to the Oscar-winning ""In the Heat of the Night,"" the latter coming in a year, 1967, that also saw him star in ""To Sir, With Love"" and ""Guess Who's Coming to Dinner.""","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Senator Cornyn.",0.812244785671916,0.887848919608704,2.31188630943894,1.11076598315185,-0.778745419142127,0.344900603898365,-1.07961448915305,-0.0525245125685511
267,"b","low",132,"Y","high",246,"X","high",283,"X","medium",10,"Z","medium",417,"","medium",77,"Y","low",237,"","","","","12-07-2024","06:57:00","10:07:00","12-07-2024 10:06","'Cyrano' review: Peter Dinklage stars in a musical film that doesn't hit enough of the right notes - CNN","""Cyrano de Bergerac"" has been the model of a tragic love triangle for 125 years, often imitated but seldom equaled. The play turned movie under many different guises now adds a film version of the musical, ""Cyrano,"" which provides a fine showcase for Peter Dinklage in a different take on the tortured hero but doesn't hit enough high notes to distinguish its unstained plume.","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER. Mr. Chairman, if I could just respond to that point, because you are not giving the whole picture, sir. Ninety percent of the documents we have not seen. It is not the number of documents.",0.553907485530069,0.976474814275849,-1.72734223382556,0.883747073895919,1.22494799049294,-0.936163228263868,-0.806795925337274,0.486688814518909
268,"a","low",210,"X","high",287,"X","low",229,"Y","",266,"Z","low",188,"X","low",290,"Z","low",152,"","","","","23-05-2024","09:12:00","12:12:00","23-05-2024 12:11","'Sing 2' review: Bono joins in as the sequel serves up another round of animated karaoke for kids - CNN","Like the first movie five years ago, ""Sing 2"" mostly works on split levels, offering a jukebox assortment of popular songs that parents will recognize, and having cute animated animals belt them out to divert children. The result is a breezy exercise in karaoke for kids, where the soundtrack beats the movie and a lot of stars again lend their voices to the chorus.","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. And I will be glad to respond to that, but IÑÑ",0.0793196114637086,0.212234456926932,-0.235327390865851,0.192765159344327,0.736277014724614,0.478688464325359,-0.947854753843733,1.15997727697555
269,"b","high",124,"Z","medium",308,"Z","high",343,"Z","low",424,"","medium",NA,"X","low",485,"Y","high",325,"","","","","02-01-2024","09:54:00","12:01:00","02-01-2024 12:00","'Scream' review: Courteney Cox, David Arquette, and Neve Campbell reunite with a new cast to refresh the formula - CNN","Always meta in its nods to the genre's quirks, the latest ""Scream"" is so self-referential as to risk swallowing its own tail. Yet this quarter-century-later ""requel"" (a term specifically explained in the movie) turns out to be a great deal of fun, cleverly wedding familiar faces with new stars in what isn't exactly a remake or reboot but rather plays like a refresh.","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER. We would not hire an intern, sir, without 90 percent of their re«sume«.",0.761655537501019,0.510364999376905,1.05142902432734,-0.919402470990661,-1.35828141401319,0.860179823301043,0.0838145769379812,-0.377947545747268
270,"a","low",182,"Y","medium",372,"Y","high",80,"X","high",215,"X","",NA,"","medium",392,"Y","low",168,"","","","","27-04-2024","20:32:00","23:21:00","27-04-2024 23:17","'Marry Me' review: Jennifer Lopez and Owen Wilson star in a 'meet dumb' rom-com - CNN","Designed to showcase Jennifer Lopez playing a character that could hardly be called a reach, ""Marry Me"" trades in the ""meet cute"" rom-com formula for ""meet dumb."" Lopez still gets ample opportunities to sing a hummable soundtrack, but even within the genre's parameters, the silly premise deals the movie a blow from which it never entirely recovers.","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. SenatorÑÑ",0.232305790110263,-0.64198304276697,1.23265752731947,0.690512574792159,0.665320689111917,-0.062913858451369,-2.46636599650132,0.529505927821196
271,"b","low",366,"Z","medium",150,"Z","low",75,"Z","low",39,"Z","medium",260,"Z","high",105,"X","high",236,"","","","","19-02-2024","16:31:00","18:33:00","19-02-2024 18:23","'The Power of the Dog' and its Globes win show that the awards power is in streaming - CNN","The Golden Globes were reduced to a footnote this year -- chased from TV and their usual NBC showcase by questions about the organization's membership and its integrity, relegated to announcing winners Sunday by Twitter and press release.","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER. We are putting somebody on the Supreme Court.",0.676390022158324,-1.3021044460853,0.0453662974163509,-0.448709223003046,-0.0523202406902182,2.19667121190571,0.178382082553576,0.518114573416902
