"id","ExtraCol27","ExtraCol28","ExtraCol29","ExtraCol30","ExtraCol31","ExtraCol32","ExtraCol33","ExtraCol34","ExtraCol35","ExtraCol36","ExtraCol37","storage_class","region","access_tier","other_details","event_date","login_time","logout_time","last_activity_ts","Headline_cnn","Description_cnn","Title_sc","Speaker (Party)(or nominated by)_sc","Speaker and title_sc","Statements_sc","ExtraCol27_custom_bin","ExtraCol27_freq_bin","ExtraCol27_original_freq","ExtraCol29_freq_bin","ExtraCol29_original_freq","ExtraCol30_freq_bin","ExtraCol30_original_freq","ExtraCol32_freq_bin","ExtraCol32_original_freq","ExtraCol27_target_bin","ExtraCol27_target_stat","ExtraCol29_target_bin","ExtraCol29_target_stat","ExtraCol30_target_bin","ExtraCol30_target_stat","ExtraCol32_target_bin","ExtraCol32_target_stat"
348,"high",96,"Y","high",280,"Z","Other",172,"X","low",79,"STANDARD","europe","","","13-01-2024","13:31:00","16:06:00","13-01-2024 15:59","Winter Olympics could become 'dangerous' because of fake snow - CNN","The Beijing Games will be the first Winter Olympics to use virtually 100% artificial snow by deploying more than 100 snow generators and 300 snow-making guns working flat out to cover the ski slopes.
","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Senator Hirono.","Good","high",262,"Y",282,"high",274,"Z",258,"high",NA,"Y",NA,"high",NA,"Z",NA
349,"low",68,"Y","high",280,"Y","Other",249,"Other","low",426,"STANDARD","europe","","","17-05-2024","08:53:00","12:35:00","17-05-2024 12:28","Beijing Olympics tickets will not be sold to general public due to Covid-19, China says - CNN","Tickets for the upcoming Winter Olympic and Paralympic Games in Beijing will not be sold to the general public in response to Covid-19 but will instead be distributed by authorities, the Beijing Winter Olympics Organizing Committee announced Monday. ","Senator","D","Senator Mazie Hirono (HI)","Senator HIRONO. Thank you, Mr. Chairman. Judge Kavanaugh and your family, welcome. Mr. Chairman, earlier on today, I pointed to an op-ed that had been written by two former White House staff secretaries, John Podesta and Todd Stern, entitled ÔÔStaff Secretaries ArenÕt Traffic Cops: Stop Treating Kavanaugh Like He Was One.ÕÕ And I note in their op-ed what they said. I will quote part of it. They say that, ÔÔWhen we handled the job for Bill Clinton in much the same way that staff secretaries did for President George H.W. Bush, we wrote concise cover memos for every decision memo that went to the President. We summarized the underlying memo, identified the core decision points and options, and conveyed the views of key senior staff members from whom we had sought comments. We wrote hundreds of these memos.ÕÕ It is no wonder that Judge Kavanaugh has deemed his time as White House staff secretary so important to his performance as a judge. But unfortunately, as we have said many times already, we do not have any of these documents during Judge KavanaughÕs time as staff secretary. Dana Sabraw. Michael Baylson. Ketanji Brown Jackson. Colleen Kollar Kotelly. Naomi Reice Buchwald. John Bates. Derek Kahala Watson. These are the names of some of the Federal judges across this country who have vindicated my faith in the rule of law over the last year and a half. These are the women and men, appointed by Republican and Democratic Presidents, who ordered the Government to reunite parents with the children ripped from their arms at the border; who rejected attempts to deny Federal funds to cities refusing to be drawn into the war against immigrants; who stopped Executive orders aimed at kneecapping public-sector unions; who stopped the implementation of an ugly ban on transgender Americans serving in our military; who ruled that public officials cannot block citizens from their Twitter feeds; and who stopped the Government from banning Muslims from entering the United States. These judges stood firm in defense of the Constitution, the American values it expresses, and the system of checks and balances it enshrines. At this moment of peril for our democracy, it is these judges, and others like them, who have pushed back against the efforts of a President eager to wield unlimited and unchecked power. In normal times, we would be here today to determine the fitness of a nominee to the Supreme Court of the United States chosen for his or her legal talent and reputation for fairness. But these are not normal times. Instead, we are here to decide whether or not to rubber stamp Donald TrumpÕs choice of a pre-selected political ideologue, nominated precisely because he believes a sitting President should be shielded from civil lawsuits, criminal investigation, and prosecution, no matter the facts. LetÕs not forget. During his campaign, Donald Trump needed to shore up support from the Republican base who questioned whether he was sufficiently conservative. To help, he turned to the Federalist Society and the Heritage Foundation to build a pre-approved list of names, and promised to pick from among them when selecting nominees for the Supreme Court. These groups are longstanding right-wing organizations that advocate for conservative causes and legal positions. The Heritage Foundation focuses on developing policy to, among other things, oppose climate change, repeal the Affordable Care Act, and reduce regulations for big business. The Federalist Society focuses on changing the American legal system to align with an ultraconservative interpretation of the Constitution, including the overturning of Roe v. Wade. When given the opportunity to nominate a new Supreme Court Justice, Donald Trump did exactly as he promised. He did not select someone who demonstrates independence and fidelity to the rule of law. Instead, Donald Trump selected a pre-approved name in order to guarantee a fifth vote for his dangerous anti-worker, anti-consumer, anti-women, pro-corporate, and anti-environment agenda. And Donald Trump selected Brett Kavanaugh from this list for an even more specific reason. The President is trying as hard as he can to protect himself from the independent, impartial, and dogged investigation of his abuse of power, before the walls close in on him entirely. Because if there is one thing we know about Donald Trump, it is that he is committed to self-preservation every minute, every hour, every day. Judge KavanaughÕs appointment should be considered in a broader context. The President has been packing our courts with ideologically driven judges who come to the bench with firm positions and clear agendas, who then go on to rule in ways consistent with those agendas. For example, Trump nominee James Ho, now a judge on the Fifth Circuit, has written in favor of unlimited campaign contributions and, in another case, publically aired his personal views in opposition to abortion. Trump nominee Don Willet, now a judge on the Fifth Circuit, has already voted to curtail the independence of a Federal agency that helped rescue the economy after the mortgage crisis of 2008. Trump nominee Stephanos Bibas, now a judge on the Third Circuit, wrote a dissent to explain that he does not believe Title IX requires school districts to provide transgender students appropriate changing facilities and bathrooms. Trump nominee Amy Coney Barret, now a judge on the Seventh Circuit, ruled to keep out of court employees trying to challenge an arbitration proceeding, and cast the deciding vote to allow a business to continue to segregate its work force. And Trump nominee John K. Bush, now a judge on the Sixth Circuit, ruled to keep out of court a woman accusing her employer of age discrimination, despite a dissenting judgeÕs view that there was sufficient evidence to go forward. When these Trump-nominated judges came before the Judiciary Committee as nominees, my Democratic colleagues and I tried to find out how they would go about deciding tough cases, what they would base their decisions on when the law did not give a clear enough direction, as is often the case. Time and again, we were told: Do not worry about my personal background or my history as a partisan, political advocate. Do not worry about what I have done, written, or said until now. When I get on the bench, I will just follow the law. But clearly, they have not. Why should we expect this Supreme Court nominee, you, to be any different? President Trump selected Brett Kavanaugh because of his fealty to the partisan political movement he has been a part of his entire professional life. From his clerkship with Judge Alex Kozinski, to his apprenticeship with Ken Starr, to his work on George W. BushÕs legal team during the Florida recount and in the White House, Judge Kavanaugh has been knee-deep in partisan politics. The first reward for that service was his nomination to the D.C. Circuit. It was a tough fight, but Republican-aligned special interests fought for more than 3 years to get him confirmed. And for the last 12 years as a judge, he has ruled, whether in dissent or majority, in ways in line with their political and ideological agenda. Now, President Trump has selected Judge Kavanaugh to provide the decisive fifth vote in cases that will change some of the most basic assumptions Americans have about their lives and their Government. There are more than 730 Federal judges working on thousands of cases across the country every day. Most of these cases end in trial courts. Some of them are appealed and heard in appellate courts. The closely divided Supreme Court hears very few cases, many times fewer than 100, every year. Before Justice Kennedy retired, so many important Constitutional rights were hanging in the balance, decided on narrow grounds by 5ÐtoÐ4 votes. And now that Justice Kennedy has left the Court, the forces opposed to workersÕ rights, womenÕs rights, LGBTQ rights, voting rights, civil rights of all kinds, and environmental protections are eager to secure a solid majority on the Court to support their rightwing views. These ultra-right-wing forces have been working for decades to prepare for this moment because they know that a single vote from one Justice is all it would take to radically change the direction of this country. It could take just one vote on the Supreme Court to overturn Roe v. Wade and deny women control over their reproductive rights. It could take just one vote to declare the ACAÕs pre-existing condition protections unconstitutional. It could take just one vote to dismantle environmental protections that keep our air safe to breathe and our water clean to drink. It could take just one vote to dismantle commonsense gun safety laws that keep our communities safe. And it could take just one vote to further erode protections for working people and unions. Since this nomination was announced, I have been asked many times why the Democrats would even bother to go through the motions when we know that our Republican colleagues will do anything to support this administrationÕs judicial nominees. There are battles worth fighting regardless of the outcome. A lifetime appointment to the Supreme Court, of someone who will provide the fifth vote on issues impacting the lives of every working American, is a battle worth fighting. So, I intend to use this hearing to demonstrate to the American people precisely why who sits on the Supreme Court matters, why a fifth ideologically driven conservative and political vote on the Court is dangerous for our country, why the Senate should reject this PresidentÕs latest attempt to rig the system in his favor. As Senators begin to ask their questions in the coming days, I ask the American people to listen carefully to what the nominee says and compare it with what we heard only a short time ago from Neil Gorsuch at his confirmation hearing. Just 18 months ago, Judge Gorsuch told us that, ÔÔAll precedent of the United States Supreme Court deserves the respect of precedent, which is quite a lot. ItÕs the anchor of the law.ÕÕ Judge Gorsuch said, ÔÔItÕs not whether I agree or disagree with any particular precedent. That would be an act of hubris. Because a precedent, once itÕs decided, it carries far more weight than what I personally think.ÕÕ Judge Gorsuch made these promises when he was asking for our votes. But earlier this year, he joined a majority of the Court to overturn precedent in a 41-year-old case that protected Government workers and their ability to form a union in a 5ÐtoÐ4 decision. I expect Judge Kavanaugh to make similar promises over the next few days, only to do, sadly, the exact opposite if confirmed. Our job here is important, because every American should be concerned about what our Government and country would look like if Judge Kavanaugh is confirmed. We owe it to the American people, and to all of the independentminded judges I mentioned at the beginning of my remarks, to preserve the integrity of our Constitution and the fairness and order of a system that has served us well for so long. Judge Kavanaugh, what may be going through your mind right now is to simply and stoically endure this hearing. But do you not think you owe it to the American people to disclose all of the documents being requested? Because you have nothing to hide. Because you have nothing to hide. I agree with my colleague, Senator Durbin, Judge Kavanaugh. If you stand behind your full record in public life, fundamental fairness will dictate that you join us in our call for this Committee to suspend until we receive all relevant documents and have a chance to review them. Your failure to do so would reflect a fundamental mistrust of the American people. Thank you, Mr. Chairman. [The prepared statement of Senator Hirono appears as a submission for the record.] Senator HIRONO. And I would like to have entered into the record the op-ed piece that I referred to by John Podesta and Todd Stern.","bad","low",270,"Y",282,"high",274,"Y",351,"low",NA,"Y",NA,"high",NA,"Y",NA
350,"medium",165,"Y","high",145,"X","Other",319,"Other","Other",40,"STANDARD","europe","","","13-09-2024","08:15:00","09:37:00","13-09-2024 09:32","Mikaela Shiffrin clinches record-breaking 47th World Cup slalom win - CNN","American skier Mikaela Shiffrin pipped her Slovakian rival Petra Vlhova to victory on Tuesday to earn a record-breaking 47th World Cup slalom win.","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Without objection, it will be entered. [The information appears as a submission for the record.] Chairman GRASSLEY. LetÕs go to Senator Crapo next.","Good","medium",359,"Y",282,"high",274,"X",282,"medium",NA,"Y",NA,"high",NA,"X",NA
351,"low",231,"Y","high",216,"Z","Other",260,"Other","low",418,"STANDARD","europe","","","09-06-2024","14:55:00","16:15:00","09-06-2024 16:08","Erin Jackson: World No. 1 speedskater is going to Beijing 2022 after teammate gives up place - CNN","The world's No. 1 ranked speedskater Erin Jackson is headed to the Beijing Olympics after her friend and teammate gave up her spot after a slip during qualifying trials cost Jackson a place in the team. ","Senator","R","Senator Mike Crapo (ID)","Senator CRAPO. Thank you, Mr. Chairman. Judge Kavanaugh, welcome. Thank you for your service to this country, and thank you for the willingness you have expressed to take this additional assignment. And thank you to your family. We welcome them as well. The process upon which we are about to embark is one of, if maybe not the most, important duties entrusted to the Senate, advise and consent on judicial nominations. Ultimately, a fair and proper judge, Supreme Court or otherwise, must follow the law and not make laws from the bench. Upon receiving his nomination to serve as an Associate Justice of the Supreme Court, Judge Kavanaugh stated, ÔÔMy judicial philosophy is straightforward. A judge must interpret statutes as written, and a judge must interpret the Constitution as written, informed by history and tradition and precedent.ÕÕ IsnÕt that the ideal of a judge steadfastly committed to the law? No one seriously questions Judge KavanaughÕs qualifications to serve as an Associate Justice on our NationÕs highest court. He is vastly experienced and widely respected for his intellect, his honesty, and his legal acumen. With over 300 offered opinions and 12 years of service on the bench, he is a judge with a clear record demonstrating that he applies the law as written and enforces the Constitution. He values precedent and has written, along with Justice Gorsuch and others, the law of judicial precedent, a scholarly piece on the importance of stare decisis. Sadly, much of the discourse surrounding Judge KavanaughÕs nomination deals not with the content of his legal opinions, his judicial philosophy, or temperament, but rather, as todayÕs discussion has shown, the spurious notion that our distinguished Chairman has not been rigorous or fair or transparent in navigating the requisite document production efforts required by this Committee. Those claims are wholly without foundation. There have been 57 days since the announcement of Judge KavanaughÕs nomination on July 9 and todayÕs confirmation hearing. This is a longer period of time than Senators had for Justices Sotomayor, Kagan, and Gorsuch. Justice Kavanaugh also submitted over 17,000 pages with his bipartisan Judiciary Committee questionnaire, the most extensive questionnaire ever returned by a nominee to the Supreme Court. The Committee also received more than 440,000 pages of documents related to his service in the executive branch. This, too, is more than any Supreme Court nominee to date. As has been said earlier, in fact, it is more than the last five nominees combined. I applaud Chairman Grassley and his dedicated staff for their tireless work in reviewing these documents and making the vast majority publicly available as quickly as possible. And frankly, Mr. Chairman, I believe the American people appreciate your efforts, your transparency, and your commitment to a fair process. Now, I want to make one side note. It was said here today that the number of documents provided by now-Justice Kagan, who was also a nominee who had served in the White House and had many, many documents related to her service, that 99 percent of the documents requested for her were provided. One problem with that fact, and that is that when Justice Kagan was before us, she had been the solicitor General. There were probably more pages relevant to her service there than to your service. We do not know the number because the Republicans agreed after a strong disagreement with the Democrats that we would not request those documents because the White House claimed they were sensitive. The Democrats have not made that agreement with the Repub- licans this time. But I think it is incredibly important to note that this argument that is going on today about the balance of document production is simply a trumped-up argument. These facts aside, many of my colleagues continue to criticize this process. Their motives are clear: use any means available to attempt to delay the confirmation process of a well-qualified jurist fit for the job, indefinitely. I strongly agree with the comments of many of my colleagues here today. Senator Cruz pointed out what was really at stake. Senator Sasse pointed out why it is that Congress needs to be the part of our Federal Government that makes the law, not the judiciary. Senator Kennedy has followed up on that thought, as have many of my colleagues here today. I think that one point that Senator Cruz mentioned deserves repeating. Much of what we are hearing today and will hear for the remainder of this process is ultimately an effort to re-litigate the last Presidential election. In fact, we have just heard Judge Kavanaugh attacked and stated to be unqualified because he is a Trump nominee. Other Trump nominees have also been attacked here today. The attack is on President Trump, not on their nominees, because of an unwillingness to accept the outcome of the last Presidential election. Judge Kavanaugh as the nominee has been widely recognized for his judicial temperament and his detailed legal writings in defense of the Constitution. His opinions are widely cited by his fellow appellate judges, and even the Supreme Court. And although his integrity was just challenged, stating that no matter what he says to this Committee he will vote the other way once put into office, put into the Supreme Court, the fact is that his record, as the Chairman has already outlined, disproves that. He serves on the D.C. Circuit Court of Appeals, a court on which more of the judges who serve have been appointed by Democratic Presidents than Republican Presidents. Yet he has voted 97 percent of the time with his colleagues in the majority on that court, showing that he will follow the law and that he does so with the majority support of broad andÑI was going to say bipartisan, but nonpartisan judges who are appointed by Republican and Democratic Presidents and who consider some of the most important cases in America today. That is the judge we have before us. He is a judgeÕs judge. Many critics argue that Justice Kavanaugh would play an instrumental role in reversing a number of Supreme Court precedents. However, I wonder how one can draw that conclusion given his record of exhaustive and weighty consideration of important legal questions on a court such as the D.C. Circuit. I recognize that it is politics driving these attacks, and so do the American people. They know what is at stake. Moreover, in his legal opinions, Judge Kavanaugh has consistently demonstrated a willingness to rein in both Congress and the executive branch when they overstep their respective constitutional grounds. Judge Kavanaugh understands and is focused on the principle that a judge is a servant of the law, not a maker of it. We should take him at his own words. The judgeÕs job is to interpret the law, not to make the law or policy. So, read the words of the statute as written. Read the text of the Constitution as written, mindful of history and tradition. Do not make up new constitutional rights that are not in the text of the Constitution. Do not shy away from enforcing constitutional rights that are in the text of the Constitution. Those are Judge KavanaughÕs words. That is the man who sits before us nominated to be a Justice on the highest court of our land. Judge Kavanaugh has the backing of his former law clerks and law students, his colleagues on the bench appointed by both Republican and Democratic Presidents, and many members of his local community in which he remains so closely involved. He is a man of honor, integrity, and well-respected in the legal community. There is no dispute he is qualified to serve on our NationÕs highest court. Mr. Chairman, I look forward to the hearing to hear from the nominee himself when we all get done with our statements. [Disturbance in the hearing room.] Senator CRAPO. The next few days will prove insightful as we discuss with Judge Kavanaugh for the public to hear in his own words the proper role of the judge in our constitutional system. I look forward to this hearing, and again, Judge Kavanaugh, thank you for being willing to be here. Thank you, Mr. Chairman.","bad","low",270,"Y",282,"high",274,"Z",258,"low",NA,"Y",NA,"high",NA,"Z",NA
352,"high",392,"X","medium",298,"X","Other",183,"Other","Other",40,"STANDARD","europe","","","19-05-2024","10:58:00","12:21:00","19-05-2024 12:13","Timothy LeDuc is set to become the first openly non-binary athlete to compete at a Winter Olympics - CNN","American figure skater Timothy LeDuc is set to become the first openly non-binary athlete to compete at an Olympic Winter Games.","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Thank you. Senator Booker.","Good","high",262,"X",256,"medium",340,"X",282,"high",NA,"X",NA,"medium",NA,"X",NA
353,"high",165,"Z","low",108,"Y","low",366,"Other","Other",12,"STANDARD","europe","","","20-12-2024","13:00:00","13:47:00","20-12-2024 13:43","Nathan Chen breaks short program record at US figure Skating Championships - CNN","Figure skater Nathan Chen broke his own US scoring record in the men's short program at the US Figure Skating Championships in Nashville, Tennessee, on Saturday. ","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER. Thank you, Mr. Chairman. Welcome, Judge Kavanaugh. And I want to say welcome to your family sincerely as well. We are all Americans taking part in what is truly an historic moment. Mr. Chairman, Chairman Grassley, I hope you do not think earlier this morning that in any way I was questioning your integrity or your decency. I was appealing to it earlier before, and you have been conducting this hearing giving myself and others the opportunity to at least speak and make our case, and even though you have not ruled in our favor, of which I am disappointed, I do hope you understand that I value your friendship, and frankly some of the most valuable moments I have had in the Senate. I still remember shaking your hand and coming to agreement with you on criminal justice reform. I have come to have a deep respect for you, sir. So I hope you do not think I was doing that earlier.","Good","high",262,"Z",353,"low",277,"Y",351,"high",NA,"Z",NA,"low",NA,"Y",NA
354,"medium",86,"X","low",65,"X","low",430,"X","Other",320,"STANDARD","europe","","","19-03-2024","08:11:00","11:29:00","19-03-2024 11:19","Mariah Bell becomes the oldest US women's figure skating national champion in 95 years - CNN","It's been a long wait for 25-year-old Mariah Bell.","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. If you worry about our friendship being affected, it will not be. And that gives me an opportunity to say something to the public at large, and that is about this Committee. You would think that Republicans and Democrats do not talk to each other, but I would like to remind the public that when they think that happens, they ought to think of the record of this Committee, not just this Chairman but this Committee in the 31Ú2 years and maybe even before I got to be Chairman. But in the 31Ú2 years I have been Chairman, every bill that got out of this Committee has been a bipartisan bill. Proceed, Senator Booker.","Good","medium",359,"X",256,"low",277,"X",282,"medium",NA,"X",NA,"low",NA,"X",NA
355,"low",54,"X","medium",89,"X","Other",111,"X","Other",401,"STANDARD","europe","","","04-12-2024","12:20:00","16:19:00","04-12-2024 16:10","Black Ice film aiming to boost diversity in climbing  - CNN","Whether it's a comment about his hair or questioning his expertise, professional ice climber Manoah Ainuu is aware that people notice the difference.","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER. Thank you very much, sir. I appreciate that. It does not detract from the fact that I just fundamentally disagree with the way you have been concluding today. When I first got to the Senate I was very fortunate that a lot of senior statesmen, yourself and Senator Hatch included, pulled me aside and gave me hard wisdom at times. You will remember, I came to the Senate in a special election at a time when we were changing some of the Senate rules. Senator Levin brought me aside and gave me a hard talking to. Senator McCain gave me a hard talking to. And all of them made similar points about this idea that sometimes you need to be as objective as possible and see how you would react if the pendulum had swung the other way. In other words, they warned me that what goes around in this place comes around, and to really think as if the shoe was on the other foot. And I have been struggling with that, sir, in all honesty, of what the Republicans would be saying and what we would be saying if we had a Democratic President right now, a Democratic nominee right now, and this process was in the reverse. And I would like to believe how I would behave, and I am pretty confident, would be willing to bet that if the Republicans were being denied effectively about 90 percent of the documents about a personÕs public record, I actually do believe that some of the analogies that are made to Justice Kagan and her Solicitor General time is not a fair analogy. This is a part of the nomineeÕs history that he himself has said was one of his most formative times. I would not hire an intern in my office knowing only 10 percent of their re«sume«. There is not a person here who would buy a home only seeing 10 percent of the rooms. I just believe what we are doing here, just on the objective view of fairness, is sincerely unfair and is insulting to the ideals that we try to achieve with some sense of comity and some sense of rules. But I want to go deeper than that. I am trying to figure out what the jeopardy would be if we just waited for the documents. Last night we had a document dump of tens of thousands of pages, tens of thousands of pages. As has been said already, there is no judge that would allow a court proceeding to go on, no judge that would move forward if one of the parties had just gotten documents as of 5 oÕclock last night, or potentially as of 11 oÕclock. What I do not understand is, what is the jeopardy of just waiting, not just to digest these documents but other documents? The reality is that, Senator Grassley, you have yourself asked for a specific, more finite set, a more limited set of documents that you have not even gotten. So whether it is not seeing 90 percent of the re«sume« of the gen- tleman before us, or 50 percent, or 40 percent, that should come within time, and there is no jeopardy when we have a lifetime appointment. He will be there, should he be confirmed, for decades and decades and decades. Waiting another week or 5 days or 2 weeks for those documents that you yourself have requested, which is a more limited subset, for even those documents to come through, I do not understand what the rush is, especially given all that is at stake. So those are the reasons why I say to you with sincere respect that this is an absurd process. It just seems unfair to me, and it could easily be solved by us putting a pause here in this process, waiting for the documents, evaluating the documents, and it will be a much more robust set of hearings on this nominee. As I said, I would not hire an intern if I had not seenÑif I had only seen 10 percent of their re«sume«. And here, to have a fuller body of the work of this gentleman before us, who one of my colleagues called popping up in some of the most interesting times in the last decade or two on some of the most important issues, already the limited amount, 7 percent of the documents that I have seen, unfortunately those are things that are being held Committee confidential, which I do not even know if I can use in my question here. I think the penalty is being ousted from the Senate. But even the limited documents has made potentially my questioning far more rich, far more substantive, to get to the heart of the issues of the individual nominee. And again, sir, I try to summon the spirit of some of the elder statespeople I had the privilege of serving with, from Rockefeller to Levin to McCain, to summon that spirit to be as objective as possible. I do not think it is unreasonable for us to wait for a week or two to get the full body of those documents. It will cause no harm or damage except to have more of a full telling of what is at stake here. The stakes are too high in what this nominee represents for us to rush through this process without a full sharing of the documents. And with that, I will continue, sir, with my opening statement. I have said before already thatÑÑ","bad","low",270,"X",256,"medium",340,"X",282,"low",NA,"X",NA,"medium",NA,"X",NA
356,"medium",342,"Z","high",208,"X","Other",130,"X","low",495,"STANDARD","europe","","","30-05-2024","14:43:00","16:09:00","30-05-2024 16:01","Emily Harrington: 'We should be less afraid to be afraid,' says climber after making history on El Capitan  - CNN","As she pulled herself over the summit of El Capitan, Emily Harrington knew she had made history. ","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Since you have not begun your opening statementÑÑ [Laughter.] Chairman GRASSLEY. I will take this opportunity to probably say that you said, I did not get all the documents I requested. You probably heard the first sentence of something I said after our break, and that was, that I first started talking about expecting a million documents, and we end up, I think, with 488,000. But then I went on to explain that the process with all the software and everything else that can speed things up, duplicates were eliminated, and, et cetera, et cetera. And so, we have gotten all the documents I requested, just to correct you.","Good","medium",359,"Z",353,"high",274,"X",282,"medium",NA,"Z",NA,"high",NA,"X",NA
357,"low",68,"Y","medium",106,"Y","Other",465,"Other","Other",393,"STANDARD","europe","","","12-05-2024","10:46:00","12:23:00","12-05-2024 12:16","Sasha DiGiulian: US climber wants more women in climbing after being told 'little girls don't belong'  - CNN","Sasha DiGiulian is used to proving people wrong. She has done so throughout her life. ","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER. Sir, and to my understandingÑÑ","bad","low",270,"Y",282,"medium",340,"Y",351,"low",NA,"Y",NA,"medium",NA,"Y",NA
358,"medium",68,"Y","high",142,"Z","Other",236,"Other","Other",373,"STANDARD","europe","","","13-06-2024","12:20:00","16:00:00","13-06-2024 15:57","Dani Arnold climbs the Cima Grande in record time - CNN","It's one thing climbing over 1,800 feet up a vertical rock face, it's another thing altogether to do it without the use of safety ropes -- at speed.","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Go ahead with your opening statement.","Good","medium",359,"Y",282,"high",274,"Z",258,"medium",NA,"Y",NA,"high",NA,"Z",NA
359,"high",401,"Y","low",342,"Z","Other",154,"X","low",28,"STANDARD","europe","","","19-08-2024","06:27:00","09:26:00","19-08-2024 09:25","Blind climber Jesse Dufton pushing boundaries after leading 449-foot climb - CNN","Climbing a huge rock tower above crashing waves off a remote Scottish island is difficult enough, but imagine trying to do it if you're blind.","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER. No, sir, but I just want to make a point to that, if you do not mind. You requested a limited set of documents of his time as aÑin the White House CounselÕs Office. We have not received all the documents from his time there. They are still being vetted slowly through our system of aÑnot a representative from the Committee, but the Bill Burck individual stillÑis still reading through those documents as we speak. I imagine some of them will be dumped on us as this process is going on, and I predict, with quite confidence, that some of those documents might still be trickling out in the days before the actual full Senate vote. Please, sir.","Good","high",262,"Y",282,"low",277,"Z",258,"high",NA,"Y",NA,"low",NA,"Z",NA
360,"low",46,"Y","low",335,"Z","low",254,"X","Other",301,"STANDARD","europe","","","08-03-2024","16:31:00","16:51:00","08-03-2024 16:44","Slovenia chimney climb: Janja Garnbret and Domen Škofic scale the world's tallest artificial multi-pitch route - CNN","Climbers Janja Garnbret and Domen Škofic scale the Trbovlje Power Station in Slovenia, which is home to the tallest chimney in Europe.","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. You are talking about ÔÔcommittee confidential,ÕÕ and you have access to them right now. They justÑthere has not been a determination that, like, 80 percent of all the documents are on the website so the public can see them, but in regard to some, they were forwarded to us without a second review. That second review gives an opportunity to then get them out to the public if there is no reason that they are excluded under the law, and you can read those committee confidential documents right now.","bad","low",270,"Y",282,"low",277,"Z",258,"low",NA,"Y",NA,"low",NA,"Z",NA
361,"high",326,"Z","medium",471,"X","low",288,"Other","low",356,"STANDARD","europe","","","17-06-2024","06:17:00","07:18:00","17-06-2024 07:14","Free Solo: Oscar-winning director Jimmy Chin on risking it all for the perfect shot  - CNN","Having survived an avalanche and been tested in some of the most remote places on earth, Jimmy Chin knows what it's like to be at the mercy of mother nature.","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER. Well, sir, we sent a letter days ago asking for that. I willÑI will re-send it with you in these next 24 hours before our hearing tomorrow.","Good","high",262,"Z",353,"medium",340,"X",282,"high",NA,"Z",NA,"medium",NA,"X",NA
362,"medium",5,"Z","medium",381,"X","low",317,"X","Other",197,"STANDARD","europe","","","16-10-2024","21:13:00","22:53:00","16-10-2024 22:44","Oscars: Free Solo documentary and how Alex Honnold climbed without ropes - CNN","Any doubts as to whether Alex Honnold was the greatest rock climber of all time were doused when the American did something that no one thought was humanly possible.","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. We responded to your letter.","Good","medium",359,"Z",353,"medium",340,"X",282,"medium",NA,"Z",NA,"medium",NA,"X",NA
363,"high",471,"X","high",212,"Y","Other",432,"Other","Other",499,"STANDARD","europe","","","14-02-2024","16:15:00","18:05:00","14-02-2024 18:02","Doug Scott: Everest conqueror and mountaineering icon dies aged 79 - CNN","Mountaineer Doug Scott, who was part of the first UK team to summit Mount Everest via the south-west face, has passed away at the age of 79.","Senator","D","Senator Cory Booker (NJ)","Senator BOOKER. Again, sir, you did not respond to our letter by allowing committee confidential documents to beÑÑ","Good","high",262,"X",256,"high",274,"Y",351,"high",NA,"X",NA,"high",NA,"Y",NA
364,"low",356,"Y","medium",464,"Z","Other",52,"Other","Other",493,"STANDARD","europe","","","01-08-2024","09:27:00","12:33:00","01-08-2024 12:28","Nirmal Purja: Record breaking Nepalese climber shocked by climate change effects - CNN","A former special forces soldier has taken the notion that ""records are meant to be broken"" to a whole new level.","Chairman","R","Senator Chuck Grassley (IA)","Chairman GRASSLEY. Please go to your opening statement.","bad","low",270,"Y",282,"medium",340,"Z",258,"low",NA,"Y",NA,"medium",NA,"Z",NA
