id,Parch,Ticket,Fare,Cabin,Embarked,ExtraCol1,ExtraCol2,ExtraCol3,ExtraCol4,ExtraCol5,ExtraCol6,ExtraCol7,ExtraCol8,ExtraCol9,ExtraCol10,ExtraCol11,ExtraCol12,ExtraCol13,ExtraCol14,ExtraCol15,Parch_ew_bin,Parch_ew_bin_num,Fare_ew_bin,Fare_ew_bin_num,ExtraCol1_ew_bin,ExtraCol1_ew_bin_num,ExtraCol4_ew_bin,ExtraCol4_ew_bin_num,ExtraCol7_ew_bin,ExtraCol7_ew_bin_num,ExtraCol10_ew_bin,ExtraCol10_ew_bin_num,ExtraCol13_ew_bin,ExtraCol13_ew_bin_num,Fare_smooth_median_bin,Fare_smoothed,ExtraCol1_smooth_median_bin,ExtraCol1_smoothed,ExtraCol2A,ExtraCol2B,ExtraCol2C,ExtraCol2D,Ticket_freq,Cabin_freq,ExtraCol2_freq
215,0,367229,7.75,B96 B98,Q,43,A,high,NA,D,unknown,41,NA,NA,NA,Z,medium,496,Y,low,Parch_1,1,Fare_1,1,ExtraCol1_3,3,NA,NA,ExtraCol7_3,3,NA,NA,ExtraCol13_5,5,Fare_1,7.75,ExtraCol1_2,43,1,0,0,0,1,691,441
216,0,35273,113.275,D36,C,27,A,low,NA,A,NA,NA,A,NA,72,X,medium,328,X,low,Parch_1,1,Fare_2,2,ExtraCol1_2,2,NA,NA,NA,NA,ExtraCol10_4,4,ExtraCol13_4,4,Fare_5,113.275,ExtraCol1_1,27,1,0,0,0,3,2,441
217,0,STON/O2. 3101283,7.925,B96 B98,S,43,A,unknown,86,D,medium,77,A,low,48,Z,high,200,X,low,Parch_1,1,Fare_1,1,ExtraCol1_3,3,ExtraCol4_5,5,ExtraCol7_4,4,ExtraCol10_3,3,ExtraCol13_3,3,Fare_2,7.925,ExtraCol1_2,43,1,0,0,0,1,691,441
218,0,243847,27,B96 B98,S,43,A,low,NA,D,unknown,69,NA,NA,41,X,medium,126,Z,low,Parch_1,1,Fare_1,1,ExtraCol1_3,3,NA,NA,ExtraCol7_4,4,ExtraCol10_3,3,ExtraCol13_2,2,Fare_4,27,ExtraCol1_2,43,1,0,0,0,2,691,441
219,0,11813,76.2917,D15,C,44,C,low,NA,C,medium,21,D,unknown,75,X,high,23,Z,low,Parch_1,1,Fare_1,1,ExtraCol1_3,3,NA,NA,ExtraCol7_2,2,ExtraCol10_4,4,ExtraCol13_1,1,Fare_5,76.2917,ExtraCol1_3,44,0,0,1,0,1,1,153
220,0,W/C 14208,10.5,B96 B98,S,90,B,high,52,C,low,NA,NA,low,NA,Y,high,383,X,low,Parch_1,1,Fare_1,1,ExtraCol1_5,5,ExtraCol4_3,3,NA,NA,NA,NA,ExtraCol13_4,4,Fare_2,10.5,ExtraCol1_5,90,0,1,0,0,1,691,142
221,0,SOTON/OQ 392089,8.05,B96 B98,S,12,D,low,NA,NA,NA,NA,NA,NA,82,X,medium,466,Y,medium,Parch_1,1,Fare_1,1,ExtraCol1_1,1,NA,NA,NA,NA,ExtraCol10_5,5,ExtraCol13_5,5,Fare_2,8.05,ExtraCol1_1,12,0,0,0,1,1,691,155
222,0,220367,13,B96 B98,S,45,B,medium,NA,A,NA,44,D,NA,68,Y,medium,332,Z,low,Parch_1,1,Fare_1,1,ExtraCol1_3,3,NA,NA,ExtraCol7_3,3,ExtraCol10_4,4,ExtraCol13_4,4,Fare_3,13,ExtraCol1_4,45,0,1,0,0,1,691,142
223,0,21440,8.05,B96 B98,S,43,A,medium,NA,NA,NA,NA,A,low,76,X,high,243,X,medium,Parch_1,1,Fare_1,1,ExtraCol1_3,3,NA,NA,NA,NA,ExtraCol10_4,4,ExtraCol13_3,3,Fare_2,8.05,ExtraCol1_2,43,1,0,0,0,1,691,441
224,0,349234,7.8958,B96 B98,S,20,C,high,NA,NA,NA,NA,NA,low,42,Y,low,65,Z,medium,Parch_1,1,Fare_1,1,ExtraCol1_2,2,NA,NA,NA,NA,ExtraCol10_3,3,ExtraCol13_1,1,Fare_2,7.8958,ExtraCol1_1,20,0,0,1,0,1,691,153
225,0,19943,90,C93,S,43,C,high,79,NA,high,92,NA,medium,38,Y,low,321,X,medium,Parch_1,1,Fare_1,1,ExtraCol1_3,3,ExtraCol4_4,4,ExtraCol7_5,5,ExtraCol10_2,2,ExtraCol13_4,4,Fare_5,90,ExtraCol1_2,43,0,0,1,0,2,2,153
226,0,PP 4348,9.35,B96 B98,S,30,A,high,59,A,low,90,D,high,57,Y,low,NA,Y,medium,Parch_1,1,Fare_1,1,ExtraCol1_2,2,ExtraCol4_3,3,ExtraCol7_5,5,ExtraCol10_3,3,NA,NA,Fare_2,9.35,ExtraCol1_2,30,1,0,0,0,1,691,441
227,0,SW/PP 751,10.5,B96 B98,S,80,A,low,NA,A,high,1,NA,high,64,NA,NA,311,Z,medium,Parch_1,1,Fare_1,1,ExtraCol1_5,5,NA,NA,ExtraCol7_1,1,ExtraCol10_4,4,ExtraCol13_4,4,Fare_2,10.5,ExtraCol1_5,80,1,0,0,0,1,691,441
228,0,A/5 21173,7.25,B96 B98,S,57,C,high,40,A,high,NA,C,high,92,Z,high,150,Z,high,Parch_1,1,Fare_1,1,ExtraCol1_3,3,ExtraCol4_3,3,NA,NA,ExtraCol10_5,5,ExtraCol13_2,2,Fare_1,7.25,ExtraCol1_4,57,0,0,1,0,1,691,153
229,0,236171,13,B96 B98,S,54,A,high,38,C,unknown,NA,A,NA,85,X,high,432,X,low,Parch_1,1,Fare_1,1,ExtraCol1_3,3,ExtraCol4_2,2,NA,NA,ExtraCol10_5,5,ExtraCol13_5,5,Fare_3,13,ExtraCol1_4,54,1,0,0,0,1,691,441
230,1,4133,25.4667,B96 B98,S,17,A,high,42,C,NA,82,C,medium,5,Z,low,468,X,medium,Parch_1,1,Fare_1,1,ExtraCol1_1,1,ExtraCol4_3,3,ExtraCol7_5,5,ExtraCol10_1,1,ExtraCol13_5,5,Fare_4,25.4667,ExtraCol1_1,17,1,0,0,0,4,691,441
231,0,36973,83.475,C83,S,46,A,high,99,NA,NA,80,C,medium,15,Y,low,117,X,medium,Parch_1,1,Fare_1,1,ExtraCol1_3,3,ExtraCol4_5,5,ExtraCol7_5,5,ExtraCol10_1,1,ExtraCol13_2,2,Fare_5,83.475,ExtraCol1_4,46,1,0,0,0,2,2,441
232,0,347067,7.775,B96 B98,S,85,C,high,NA,A,low,NA,D,medium,94,Y,low,163,Y,medium,Parch_1,1,Fare_1,1,ExtraCol1_5,5,NA,NA,NA,NA,ExtraCol10_5,5,ExtraCol13_2,2,Fare_1,7.775,ExtraCol1_5,85,0,0,1,0,1,691,153
233,0,237442,13.5,B96 B98,S,43,D,high,15,A,high,6,NA,NA,NA,Y,low,NA,X,low,Parch_1,1,Fare_1,1,ExtraCol1_3,3,ExtraCol4_1,1,ExtraCol7_1,1,NA,NA,NA,NA,Fare_3,13.5,ExtraCol1_2,43,0,0,0,1,1,691,155
234,2,347077,31.3875,B96 B98,S,75,C,high,4,A,unknown,NA,A,low,NA,X,NA,9,Z,low,Parch_2,2,Fare_1,1,ExtraCol1_4,4,ExtraCol4_1,1,NA,NA,NA,NA,ExtraCol13_1,1,Fare_4,31.3875,ExtraCol1_5,75,0,0,1,0,4,691,153
235,0,C.A. 29566,10.5,B96 B98,S,43,A,high,51,NA,low,NA,A,NA,5,Z,medium,258,X,high,Parch_1,1,Fare_1,1,ExtraCol1_3,3,ExtraCol4_3,3,NA,NA,ExtraCol10_1,1,ExtraCol13_3,3,Fare_2,10.5,ExtraCol1_2,43,1,0,0,0,1,691,441
236,0,W./C. 6609,7.55,B96 B98,S,43,A,unknown,80,NA,medium,NA,D,unknown,NA,X,high,70,Y,high,Parch_1,1,Fare_1,1,ExtraCol1_3,3,ExtraCol4_5,5,NA,NA,NA,NA,ExtraCol13_1,1,Fare_1,7.55,ExtraCol1_2,43,1,0,0,0,1,691,441
237,0,26707,26,B96 B98,S,43,B,high,NA,B,NA,8,A,NA,40,Z,low,216,Z,medium,Parch_1,1,Fare_1,1,ExtraCol1_3,3,NA,NA,ExtraCol7_1,1,ExtraCol10_3,3,ExtraCol13_3,3,Fare_4,26,ExtraCol1_2,43,0,1,0,0,1,691,142
238,2,C.A. 31921,26.25,B96 B98,S,43,A,low,56,NA,NA,NA,D,NA,NA,X,high,16,Y,low,Parch_2,2,Fare_1,1,ExtraCol1_3,3,ExtraCol4_3,3,NA,NA,NA,NA,ExtraCol13_1,1,Fare_4,26.25,ExtraCol1_2,43,1,0,0,0,3,691,441
239,0,28665,10.5,B96 B98,S,30,A,medium,79,B,NA,43,B,medium,77,Z,high,70,Y,medium,Parch_1,1,Fare_1,1,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_3,3,ExtraCol10_4,4,ExtraCol13_1,1,Fare_2,10.5,ExtraCol1_2,30,1,0,0,0,1,691,441
240,0,SCO/W 1585,12.275,B96 B98,S,62,A,high,51,D,medium,76,NA,high,89,Y,low,201,X,low,Parch_1,1,Fare_1,1,ExtraCol1_4,4,ExtraCol4_3,3,ExtraCol7_4,4,ExtraCol10_5,5,ExtraCol13_3,3,Fare_3,12.275,ExtraCol1_4,62,1,0,0,0,1,691,441
241,0,2665,14.4542,B96 B98,C,14,A,low,90,NA,medium,31,D,high,NA,Y,low,NA,Z,low,Parch_1,1,Fare_1,1,ExtraCol1_1,1,ExtraCol4_5,5,ExtraCol7_2,2,NA,NA,NA,NA,Fare_3,14.4542,ExtraCol1_1,14,1,0,0,0,2,691,441
242,0,367230,15.5,B96 B98,Q,58,A,unknown,63,NA,unknown,NA,C,NA,NA,Z,medium,398,NA,low,Parch_1,1,Fare_1,1,ExtraCol1_3,3,ExtraCol4_4,4,NA,NA,NA,NA,ExtraCol13_4,4,Fare_3,15.5,ExtraCol1_4,58,1,0,0,0,2,691,441
243,0,W./C. 14263,10.5,B96 B98,S,9,B,unknown,73,B,NA,NA,C,low,54,X,high,289,Z,low,Parch_1,1,Fare_1,1,ExtraCol1_1,1,ExtraCol4_4,4,NA,NA,ExtraCol10_3,3,ExtraCol13_3,3,Fare_2,10.5,ExtraCol1_1,9,0,1,0,0,1,691,142
244,0,STON/O 2. 3101275,7.125,B96 B98,S,64,C,unknown,78,A,low,NA,D,NA,54,Y,high,225,X,low,Parch_1,1,Fare_1,1,ExtraCol1_4,4,ExtraCol4_4,4,NA,NA,ExtraCol10_3,3,ExtraCol13_3,3,Fare_1,7.125,ExtraCol1_4,64,0,0,1,0,1,691,153
245,0,2694,7.225,B96 B98,C,43,D,low,62,D,unknown,29,D,high,3,Z,high,236,Y,low,Parch_1,1,Fare_1,1,ExtraCol1_3,3,ExtraCol4_4,4,ExtraCol7_2,2,ExtraCol10_1,1,ExtraCol13_3,3,Fare_1,7.225,ExtraCol1_2,43,0,0,0,1,1,691,155
246,0,19928,90,C78,Q,8,D,high,5,NA,medium,25,C,low,NA,X,low,419,Z,medium,Parch_1,1,Fare_1,1,ExtraCol1_1,1,ExtraCol4_1,1,ExtraCol7_2,2,NA,NA,ExtraCol13_5,5,Fare_5,90,ExtraCol1_1,8,0,0,0,1,2,2,155
247,0,347071,7.775,B96 B98,S,43,B,high,42,NA,unknown,NA,B,high,NA,X,high,422,Z,high,Parch_1,1,Fare_1,1,ExtraCol1_3,3,ExtraCol4_3,3,NA,NA,NA,NA,ExtraCol13_5,5,Fare_1,7.775,ExtraCol1_2,43,0,1,0,0,1,691,142
248,2,250649,14.5,B96 B98,S,41,B,high,14,A,NA,28,D,NA,NA,Y,high,23,NA,low,Parch_2,2,Fare_1,1,ExtraCol1_3,3,ExtraCol4_1,1,ExtraCol7_2,2,NA,NA,ExtraCol13_1,1,Fare_3,14.5,ExtraCol1_2,41,0,1,0,0,2,691,142
249,1,11751,52.5542,D35,S,78,A,unknown,51,B,NA,68,C,NA,NA,X,NA,342,Z,low,Parch_1,1,Fare_1,1,ExtraCol1_4,4,ExtraCol4_3,3,ExtraCol7_4,4,NA,NA,ExtraCol13_4,4,Fare_5,52.5542,ExtraCol1_5,78,1,0,0,0,2,2,441
250,0,244252,26,B96 B98,S,4,A,high,NA,NA,low,NA,NA,high,44,Z,low,234,X,low,Parch_1,1,Fare_1,1,ExtraCol1_1,1,NA,NA,NA,NA,ExtraCol10_3,3,ExtraCol13_3,3,Fare_4,26,ExtraCol1_1,4,1,0,0,0,2,691,441
251,0,362316,7.25,B96 B98,S,17,C,high,NA,C,unknown,NA,NA,NA,NA,Z,low,391,Z,medium,Parch_1,1,Fare_1,1,ExtraCol1_1,1,NA,NA,NA,NA,NA,NA,ExtraCol13_4,4,Fare_1,7.25,ExtraCol1_1,17,0,0,1,0,1,691,153
252,1,347054,10.4625,G6,S,49,B,high,NA,A,high,NA,C,NA,NA,X,low,393,Y,high,Parch_1,1,Fare_1,1,ExtraCol1_3,3,NA,NA,NA,NA,NA,NA,ExtraCol13_4,4,Fare_2,10.4625,ExtraCol1_4,49,0,1,0,0,2,4,142
253,0,113514,26.55,C87,S,18,A,high,2,C,medium,NA,B,low,70,X,high,354,NA,low,Parch_1,1,Fare_1,1,ExtraCol1_1,1,ExtraCol4_1,1,NA,NA,ExtraCol10_4,4,ExtraCol13_4,4,Fare_4,26.55,ExtraCol1_1,18,1,0,0,0,1,1,441
254,0,A/5. 3336,16.1,B96 B98,S,43,C,unknown,NA,D,unknown,58,D,medium,63,Z,low,337,Y,low,Parch_1,1,Fare_1,1,ExtraCol1_3,3,NA,NA,ExtraCol7_3,3,ExtraCol10_4,4,ExtraCol13_4,4,Fare_3,16.1,ExtraCol1_2,43,0,0,1,0,2,691,153
255,2,370129,20.2125,B96 B98,S,43,B,high,50,D,unknown,NA,NA,high,10,Y,high,105,Y,low,Parch_2,2,Fare_1,1,ExtraCol1_3,3,ExtraCol4_3,3,NA,NA,ExtraCol10_1,1,ExtraCol13_2,2,Fare_3,20.2125,ExtraCol1_2,43,0,1,0,0,2,691,142
256,2,2650,15.2458,B96 B98,C,14,A,unknown,7,NA,NA,25,NA,medium,29,Z,low,426,Z,medium,Parch_2,2,Fare_1,1,ExtraCol1_1,1,ExtraCol4_1,1,ExtraCol7_2,2,ExtraCol10_2,2,ExtraCol13_5,5,Fare_3,15.2458,ExtraCol1_1,14,1,0,0,0,1,691,441
257,0,PC 17585,79.2,B96 B98,C,43,C,low,NA,NA,NA,98,C,unknown,84,Z,high,350,Z,medium,Parch_1,1,Fare_1,1,ExtraCol1_3,3,NA,NA,ExtraCol7_5,5,ExtraCol10_5,5,ExtraCol13_4,4,Fare_5,79.2,ExtraCol1_2,43,0,0,1,0,1,691,153
258,0,110152,86.5,B77,S,10,A,high,75,C,high,20,C,unknown,NA,Y,high,136,Z,medium,Parch_1,1,Fare_1,1,ExtraCol1_1,1,ExtraCol4_4,4,ExtraCol7_2,2,NA,NA,ExtraCol13_2,2,Fare_5,86.5,ExtraCol1_1,10,1,0,0,0,3,2,441
259,0,PC 17755,512.3292,B96 B98,C,43,A,high,70,A,medium,13,C,unknown,NA,X,medium,116,X,low,Parch_1,1,Fare_5,5,ExtraCol1_3,3,ExtraCol4_4,4,ExtraCol7_1,1,NA,NA,ExtraCol13_2,2,Fare_5,512.3292,ExtraCol1_2,43,1,0,0,0,3,691,441
260,1,230433,26,B96 B98,S,58,A,low,17,A,NA,82,D,low,52,Y,medium,250,Y,high,Parch_1,1,Fare_1,1,ExtraCol1_3,3,ExtraCol4_1,1,ExtraCol7_5,5,ExtraCol10_3,3,ExtraCol13_3,3,Fare_4,26,ExtraCol1_4,58,1,0,0,0,2,691,441
261,0,384461,7.75,B96 B98,Q,79,B,medium,NA,D,NA,89,B,NA,11,Y,low,171,Z,medium,Parch_1,1,Fare_1,1,ExtraCol1_4,4,NA,NA,ExtraCol7_5,5,ExtraCol10_1,1,ExtraCol13_2,2,Fare_1,7.75,ExtraCol1_5,79,0,1,0,0,1,691,142
262,2,347077,31.3875,B96 B98,S,17,D,high,63,NA,NA,9,D,low,12,Y,low,338,NA,high,Parch_2,2,Fare_1,1,ExtraCol1_1,1,ExtraCol4_4,4,ExtraCol7_1,1,ExtraCol10_1,1,ExtraCol13_4,4,Fare_4,31.3875,ExtraCol1_1,17,0,0,0,1,4,691,155
263,1,110413,79.65,E67,S,29,A,high,39,NA,NA,59,NA,high,98,X,high,203,Y,high,Parch_1,1,Fare_1,1,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_3,3,ExtraCol10_5,5,ExtraCol13_3,3,Fare_5,79.65,ExtraCol1_2,29,1,0,0,0,3,2,441
264,0,112059,0,B94,S,92,A,low,0,NA,NA,NA,A,medium,3,X,high,84,Z,low,Parch_1,1,Fare_1,1,ExtraCol1_5,5,ExtraCol4_1,1,NA,NA,ExtraCol10_1,1,ExtraCol13_1,1,Fare_1,0,ExtraCol1_5,92,1,0,0,0,1,1,441
265,0,382649,7.75,B96 B98,Q,98,C,medium,NA,NA,NA,22,C,NA,2,NA,high,197,Y,low,Parch_1,1,Fare_1,1,ExtraCol1_5,5,NA,NA,ExtraCol7_2,2,ExtraCol10_1,1,ExtraCol13_2,2,Fare_1,7.75,ExtraCol1_5,98,0,0,1,0,1,691,153
266,0,C.A. 17248,10.5,B96 B98,S,58,D,high,79,C,medium,NA,A,NA,1,Y,medium,407,X,high,Parch_1,1,Fare_1,1,ExtraCol1_3,3,ExtraCol4_4,4,NA,NA,ExtraCol10_1,1,ExtraCol13_5,5,Fare_2,10.5,ExtraCol1_4,58,0,0,0,1,1,691,155
267,1,3101295,39.6875,B96 B98,S,44,A,high,3,C,low,68,D,low,62,Y,low,415,Z,high,Parch_1,1,Fare_1,1,ExtraCol1_3,3,ExtraCol4_1,1,ExtraCol7_4,4,ExtraCol10_4,4,ExtraCol13_5,5,Fare_4,39.6875,ExtraCol1_3,44,1,0,0,0,6,691,441
268,0,347083,7.775,B96 B98,S,34,C,medium,NA,D,unknown,57,NA,high,NA,X,low,155,Y,medium,Parch_1,1,Fare_1,1,ExtraCol1_2,2,NA,NA,ExtraCol7_3,3,NA,NA,ExtraCol13_2,2,Fare_1,7.775,ExtraCol1_2,34,0,0,1,0,1,691,153
269,1,PC 17582,153.4625,C125,S,61,D,high,38,D,high,51,NA,high,NA,Z,high,397,Y,low,Parch_1,1,Fare_2,2,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_3,3,NA,NA,ExtraCol13_4,4,Fare_5,153.4625,ExtraCol1_4,61,0,0,0,1,3,2,155
270,0,PC 17760,135.6333,C99,S,43,A,high,NA,A,high,88,C,high,79,Z,low,46,X,low,Parch_1,1,Fare_2,2,ExtraCol1_3,3,NA,NA,ExtraCol7_5,5,ExtraCol10_4,4,ExtraCol13_1,1,Fare_5,135.6333,ExtraCol1_2,43,1,0,0,0,3,1,441
271,0,113798,31,B96 B98,S,29,A,high,47,NA,low,NA,B,medium,71,Z,low,492,X,high,Parch_1,1,Fare_1,1,ExtraCol1_2,2,ExtraCol4_3,3,NA,NA,ExtraCol10_4,4,ExtraCol13_5,5,Fare_4,31,ExtraCol1_2,29,1,0,0,0,2,691,441
272,0,LINE,0,B96 B98,S,43,D,high,42,A,low,62,B,NA,NA,Z,low,382,Y,high,Parch_1,1,Fare_1,1,ExtraCol1_3,3,ExtraCol4_3,3,ExtraCol7_4,4,NA,NA,ExtraCol13_4,4,Fare_1,0,ExtraCol1_2,43,0,0,0,1,4,691,155
273,1,250644,19.5,B96 B98,S,15,A,unknown,NA,B,low,31,D,NA,7,Y,medium,20,Z,NA,Parch_1,1,Fare_1,1,ExtraCol1_1,1,NA,NA,ExtraCol7_2,2,ExtraCol10_1,1,ExtraCol13_1,1,Fare_3,19.5,ExtraCol1_1,15,1,0,0,0,2,691,441
274,1,PC 17596,29.7,C118,C,95,C,low,5,B,NA,97,NA,NA,48,X,high,352,X,NA,Parch_1,1,Fare_1,1,ExtraCol1_5,5,ExtraCol4_1,1,ExtraCol7_5,5,ExtraCol10_3,3,ExtraCol13_4,4,Fare_4,29.7,ExtraCol1_5,95,0,0,1,0,1,1,153
275,0,370375,7.75,B96 B98,Q,41,B,high,3,D,unknown,25,D,unknown,8,Y,medium,247,Z,low,Parch_1,1,Fare_1,1,ExtraCol1_3,3,ExtraCol4_1,1,ExtraCol7_2,2,ExtraCol10_1,1,ExtraCol13_3,3,Fare_1,7.75,ExtraCol1_2,41,0,1,0,0,1,691,142
276,0,13502,77.9583,D7,S,48,C,low,9,NA,medium,NA,B,medium,11,Y,high,441,Z,low,Parch_1,1,Fare_1,1,ExtraCol1_3,3,ExtraCol4_1,1,NA,NA,ExtraCol10_1,1,ExtraCol13_5,5,Fare_5,77.9583,ExtraCol1_4,48,0,0,1,0,3,1,153
277,0,347073,7.75,B96 B98,S,43,A,low,69,NA,high,63,NA,low,46,Z,medium,119,NA,medium,Parch_1,1,Fare_1,1,ExtraCol1_3,3,ExtraCol4_4,4,ExtraCol7_4,4,ExtraCol10_3,3,ExtraCol13_2,2,Fare_1,7.75,ExtraCol1_2,43,1,0,0,0,1,691,441
278,0,239853,0,B96 B98,S,78,A,high,78,NA,NA,NA,C,unknown,NA,X,high,446,Z,medium,Parch_1,1,Fare_1,1,ExtraCol1_4,4,ExtraCol4_4,4,NA,NA,NA,NA,ExtraCol13_5,5,Fare_1,0,ExtraCol1_5,78,1,0,0,0,3,691,441
279,1,382652,29.125,B96 B98,Q,43,C,high,NA,B,unknown,75,A,medium,99,X,NA,435,Z,NA,Parch_1,1,Fare_1,1,ExtraCol1_3,3,NA,NA,ExtraCol7_4,4,ExtraCol10_5,5,ExtraCol13_5,5,Fare_4,29.125,ExtraCol1_2,43,0,0,1,0,5,691,153
280,1,C.A. 2673,20.25,B96 B98,S,43,A,high,7,NA,medium,24,A,low,NA,X,medium,139,Z,low,Parch_1,1,Fare_1,1,ExtraCol1_3,3,ExtraCol4_1,1,ExtraCol7_2,2,NA,NA,ExtraCol13_2,2,Fare_3,20.25,ExtraCol1_2,43,1,0,0,0,2,691,441
281,0,336439,7.75,B96 B98,Q,43,B,medium,41,NA,medium,26,NA,low,27,X,low,216,NA,high,Parch_1,1,Fare_1,1,ExtraCol1_3,3,ExtraCol4_3,3,ExtraCol7_2,2,ExtraCol10_2,2,ExtraCol13_3,3,Fare_1,7.75,ExtraCol1_2,43,0,1,0,0,1,691,142
282,0,347464,7.8542,B96 B98,S,43,A,high,98,NA,NA,34,NA,medium,32,Y,high,320,Z,medium,Parch_1,1,Fare_1,1,ExtraCol1_3,3,ExtraCol4_5,5,ExtraCol7_2,2,ExtraCol10_2,2,ExtraCol13_4,4,Fare_1,7.8542,ExtraCol1_2,43,1,0,0,0,1,691,441
283,0,345778,9.5,B96 B98,S,67,D,medium,NA,D,low,68,A,low,NA,X,medium,120,Z,NA,Parch_1,1,Fare_1,1,ExtraCol1_4,4,NA,NA,ExtraCol7_4,4,NA,NA,ExtraCol13_2,2,Fare_2,9.5,ExtraCol1_4,67,0,0,0,1,1,691,155
284,0,A/5. 10482,8.05,B96 B98,S,49,A,low,NA,A,unknown,39,C,NA,NA,X,low,499,X,high,Parch_1,1,Fare_1,1,ExtraCol1_3,3,NA,NA,ExtraCol7_2,2,NA,NA,ExtraCol13_5,5,Fare_2,8.05,ExtraCol1_4,49,1,0,0,0,1,691,441
285,0,113056,26,A19,S,44,B,medium,53,C,NA,56,A,high,51,Y,low,NA,Y,medium,Parch_1,1,Fare_1,1,ExtraCol1_3,3,ExtraCol4_3,3,ExtraCol7_3,3,ExtraCol10_3,3,NA,NA,Fare_4,26,ExtraCol1_3,44,0,1,0,0,1,1,142
286,0,349239,8.6625,B96 B98,C,43,C,high,NA,B,medium,55,D,NA,76,Z,medium,121,NA,medium,Parch_1,1,Fare_1,1,ExtraCol1_3,3,NA,NA,ExtraCol7_3,3,ExtraCol10_4,4,ExtraCol13_2,2,Fare_2,8.6625,ExtraCol1_2,43,0,0,1,0,1,691,153
287,0,345774,9.5,B96 B98,S,43,A,high,NA,NA,high,19,D,NA,84,Y,medium,250,Y,low,Parch_1,1,Fare_1,1,ExtraCol1_3,3,NA,NA,ExtraCol7_1,1,ExtraCol10_5,5,ExtraCol13_3,3,Fare_2,9.5,ExtraCol1_2,43,1,0,0,0,1,691,441
288,0,349206,7.8958,B96 B98,S,57,D,medium,47,C,high,23,NA,low,5,X,low,236,X,high,Parch_1,1,Fare_1,1,ExtraCol1_3,3,ExtraCol4_3,3,ExtraCol7_2,2,ExtraCol10_1,1,ExtraCol13_3,3,Fare_2,7.8958,ExtraCol1_4,57,0,0,0,1,1,691,155
289,0,237798,13,B96 B98,S,43,B,high,NA,NA,NA,30,A,unknown,28,X,medium,25,Z,high,Parch_1,1,Fare_1,1,ExtraCol1_3,3,NA,NA,ExtraCol7_2,2,ExtraCol10_2,2,ExtraCol13_1,1,Fare_3,13,ExtraCol1_2,43,0,1,0,0,1,691,142
290,0,370373,7.75,B96 B98,Q,47,D,high,NA,NA,high,NA,B,NA,25,Z,NA,455,NA,low,Parch_1,1,Fare_1,1,ExtraCol1_3,3,NA,NA,NA,NA,ExtraCol10_2,2,ExtraCol13_5,5,Fare_1,7.75,ExtraCol1_4,47,0,0,0,1,1,691,155
291,0,19877,78.85,B96 B98,S,43,A,high,NA,D,unknown,NA,NA,NA,55,Y,high,120,Z,high,Parch_1,1,Fare_1,1,ExtraCol1_3,3,NA,NA,NA,NA,ExtraCol10_3,3,ExtraCol13_2,2,Fare_5,78.85,ExtraCol1_2,43,1,0,0,0,2,691,441
292,0,11967,91.0792,B49,C,26,C,medium,5,NA,NA,NA,NA,high,NA,Y,low,51,X,high,Parch_1,1,Fare_1,1,ExtraCol1_2,2,ExtraCol4_1,1,NA,NA,NA,NA,ExtraCol13_1,1,Fare_5,91.0792,ExtraCol1_1,26,0,0,1,0,2,2,153
293,0,SC/Paris 2163,12.875,D,C,95,C,high,0,NA,NA,NA,C,NA,NA,Z,NA,259,X,medium,Parch_1,1,Fare_1,1,ExtraCol1_5,5,ExtraCol4_1,1,NA,NA,NA,NA,ExtraCol13_3,3,Fare_3,12.875,ExtraCol1_5,95,0,0,1,0,1,3,153
294,0,349236,8.85,B96 B98,S,33,A,unknown,41,A,NA,67,C,NA,91,Y,high,464,Y,high,Parch_1,1,Fare_1,1,ExtraCol1_2,2,ExtraCol4_3,3,ExtraCol7_4,4,ExtraCol10_5,5,ExtraCol13_5,5,Fare_2,8.85,ExtraCol1_2,33,1,0,0,0,1,691,441
295,0,349233,7.8958,B96 B98,S,43,A,high,NA,D,NA,NA,C,unknown,33,Y,low,1,X,medium,Parch_1,1,Fare_1,1,ExtraCol1_3,3,NA,NA,NA,NA,ExtraCol10_2,2,ExtraCol13_1,1,Fare_2,7.8958,ExtraCol1_2,43,1,0,0,0,1,691,441
296,0,PC 17612,27.7208,B96 B98,C,43,A,high,NA,NA,unknown,68,NA,high,NA,Z,low,244,Y,NA,Parch_1,1,Fare_1,1,ExtraCol1_3,3,NA,NA,ExtraCol7_4,4,NA,NA,ExtraCol13_3,3,Fare_4,27.7208,ExtraCol1_2,43,1,0,0,0,1,691,441
297,0,2693,7.2292,B96 B98,C,84,C,high,7,B,medium,NA,A,medium,43,X,NA,455,Y,low,Parch_1,1,Fare_1,1,ExtraCol1_5,5,ExtraCol4_1,1,NA,NA,ExtraCol10_3,3,ExtraCol13_5,5,Fare_1,7.2292,ExtraCol1_5,84,0,0,1,0,1,691,153
298,2,113781,151.55,C22 C26,S,43,A,high,67,D,NA,NA,NA,unknown,NA,Y,high,446,X,low,Parch_2,2,Fare_2,2,ExtraCol1_3,3,ExtraCol4_4,4,NA,NA,NA,NA,ExtraCol13_5,5,Fare_5,151.55,ExtraCol1_2,43,1,0,0,0,4,3,441
