id,Fare,Cabin,Embarked,ExtraCol1,ExtraCol2,ExtraCol3,ExtraCol4,ExtraCol5,ExtraCol6,ExtraCol7,ExtraCol8,ExtraCol9,ExtraCol10,ExtraCol11,ExtraCol12,ExtraCol13,ExtraCol14,ExtraCol15,ExtraCol16,ExtraCol17,ExtraCol18,ExtraCol19,ExtraCol20,ExtraCol21,ExtraCol22,ExtraCol23,ExtraCol24,ExtraCol25,ExtraCol26,ExtraCol1_ef_bin,ExtraCol1_ef_bin_num,ExtraCol4_ef_bin,ExtraCol4_ef_bin_num,ExtraCol7_ef_bin,ExtraCol7_ef_bin_num,ExtraCol10_ef_bin,ExtraCol10_ef_bin_num,ExtraCol13_ef_bin,ExtraCol13_ef_bin_num,ExtraCol5_freq,ExtraCol6_freq,ExtraCol7_freq,ExtraCol8_freq,ExtraCol9_freq,ExtraCol10_freq
92,7.8542,B96 B98,S,43,A,low,31,B,NA,93,NA,medium,NA,Z,medium,62,NA,high,NA,Y,high,27,X,low,124,NA,NA,NA,Y,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_5,5,NA,NA,ExtraCol13_1,1,147,0,13,0,140,0
93,61.175,E31,S,43,C,medium,51,D,NA,37,C,NA,55,X,medium,337,Y,medium,108,NA,high,366,X,low,375,Y,high,196,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_2,2,ExtraCol10_3,3,ExtraCol13_4,4,163,0,8,166,0,6
94,20.575,B96 B98,S,38,B,high,18,NA,NA,NA,B,high,97,X,medium,140,Y,low,436,Z,medium,119,X,high,69,Z,medium,146,Y,ExtraCol1_2,2,ExtraCol4_1,1,NA,NA,ExtraCol10_5,5,ExtraCol13_2,2,0,0,0,137,142,5
95,7.25,B96 B98,S,89,A,high,51,NA,high,3,C,NA,99,X,medium,413,X,high,76,Y,low,326,Z,medium,183,X,low,26,Z,ExtraCol1_5,5,ExtraCol4_2,2,ExtraCol7_1,1,ExtraCol10_5,5,ExtraCol13_5,5,0,162,7,166,0,9
96,8.05,B96 B98,S,28,B,high,51,NA,NA,12,C,medium,59,Z,high,449,Y,low,79,X,medium,310,Y,medium,102,Y,NA,465,Y,ExtraCol1_1,1,ExtraCol4_2,2,ExtraCol7_1,1,ExtraCol10_3,3,ExtraCol13_5,5,0,0,6,166,140,5
97,34.6542,A5,C,23,D,unknown,95,A,unknown,NA,B,high,42,Z,low,174,Z,NA,449,Z,high,439,X,low,436,Y,NA,279,Y,ExtraCol1_1,1,ExtraCol4_4,4,NA,NA,ExtraCol10_3,3,ExtraCol13_2,2,144,159,0,137,142,8
98,63.3583,D10 D12,C,68,C,unknown,51,NA,NA,41,D,unknown,27,X,low,369,Z,medium,NA,X,low,351,Z,high,41,X,low,303,Y,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_3,3,ExtraCol10_2,2,ExtraCol13_4,4,0,0,9,147,169,9
99,23,B96 B98,S,43,A,high,39,C,NA,NA,C,unknown,99,Y,high,NA,Y,low,0,Y,NA,411,Y,low,290,Z,low,NA,Y,ExtraCol1_2,2,ExtraCol4_2,2,NA,NA,ExtraCol10_5,5,NA,NA,152,0,0,166,169,9
100,26,B96 B98,S,13,A,high,51,B,unknown,12,NA,unknown,NA,X,high,464,Y,low,216,X,medium,400,Y,low,60,Z,low,254,NA,ExtraCol1_1,1,ExtraCol4_2,2,ExtraCol7_1,1,NA,NA,ExtraCol13_5,5,147,159,6,0,169,0
101,7.8958,B96 B98,S,83,C,high,80,B,NA,26,NA,high,12,Z,medium,122,Z,low,370,X,low,323,X,high,299,Z,high,144,X,ExtraCol1_5,5,ExtraCol4_4,4,ExtraCol7_2,2,ExtraCol10_1,1,ExtraCol13_2,2,147,0,7,0,142,4
102,7.8958,B96 B98,S,43,C,high,48,B,low,98,D,NA,50,X,medium,440,X,high,378,X,medium,205,Y,high,383,Y,medium,389,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_5,5,ExtraCol10_3,3,ExtraCol13_5,5,147,140,5,147,0,8
103,77.2875,D26,S,80,B,medium,96,NA,unknown,2,B,high,39,X,medium,393,X,high,43,X,NA,168,Y,medium,376,Y,low,265,Z,ExtraCol1_5,5,ExtraCol4_4,4,ExtraCol7_1,1,ExtraCol10_2,2,ExtraCol13_4,4,0,159,8,137,142,7
104,8.6542,B96 B98,S,0,C,low,51,B,NA,42,C,NA,49,Z,high,156,NA,high,140,X,medium,173,NA,high,16,Y,high,NA,Z,ExtraCol1_1,1,ExtraCol4_2,2,ExtraCol7_3,3,ExtraCol10_3,3,ExtraCol13_2,2,147,0,9,166,0,9
105,7.925,B96 B98,S,79,A,medium,70,NA,NA,19,A,unknown,NA,NA,medium,412,X,low,308,X,high,179,Y,medium,386,Z,high,422,Y,ExtraCol1_5,5,ExtraCol4_4,4,ExtraCol7_1,1,NA,NA,ExtraCol13_5,5,0,0,8,178,169,0
106,7.8958,B96 B98,S,43,A,high,75,C,high,53,B,unknown,26,Y,high,316,Z,high,330,Z,medium,144,Y,medium,148,Z,high,406,Z,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_3,3,ExtraCol10_2,2,ExtraCol13_3,3,152,162,6,137,169,5
107,7.65,B96 B98,S,43,A,unknown,51,A,unknown,97,C,unknown,NA,Z,medium,334,X,medium,310,Z,high,155,Z,medium,340,X,low,123,X,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_5,5,NA,NA,ExtraCol13_4,4,144,159,11,166,169,0
108,7.775,B96 B98,S,66,B,unknown,51,NA,low,22,D,high,NA,X,medium,189,X,high,168,X,medium,284,Z,NA,481,Y,low,324,NA,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_2,2,NA,NA,ExtraCol13_2,2,0,140,6,147,142,0
109,7.8958,B96 B98,S,43,A,high,58,C,low,37,C,NA,32,X,high,117,Y,medium,431,Y,high,135,Y,high,59,X,high,460,Z,ExtraCol1_2,2,ExtraCol4_3,3,ExtraCol7_2,2,ExtraCol10_2,2,ExtraCol13_2,2,152,140,8,166,0,7
110,24.15,B96 B98,Q,43,D,low,51,NA,unknown,44,NA,medium,0,Y,NA,348,Y,low,39,NA,low,174,NA,medium,181,Z,high,399,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_3,3,ExtraCol10_1,1,ExtraCol13_4,4,0,159,5,0,140,8
111,52,C110,S,43,D,low,11,NA,high,79,B,NA,67,Y,low,26,Z,low,411,Z,medium,354,X,low,433,Y,high,99,Y,ExtraCol1_2,2,ExtraCol4_1,1,ExtraCol7_4,4,ExtraCol10_4,4,ExtraCol13_1,1,0,162,8,137,0,7
112,14.4542,B96 B98,C,78,A,medium,13,A,low,NA,C,unknown,85,NA,low,174,Z,low,469,Z,low,164,X,medium,70,Y,medium,427,Y,ExtraCol1_5,5,ExtraCol4_1,1,NA,NA,ExtraCol10_5,5,ExtraCol13_2,2,144,140,0,166,169,5
113,8.05,B96 B98,S,55,A,high,51,C,unknown,NA,NA,unknown,NA,Z,high,70,Y,high,342,Y,low,53,X,medium,NA,X,medium,28,Z,ExtraCol1_4,4,ExtraCol4_2,2,NA,NA,NA,NA,ExtraCol13_1,1,152,159,0,0,169,0
114,9.825,B96 B98,S,45,A,unknown,65,B,NA,48,A,medium,16,Z,medium,0,X,medium,214,X,NA,8,Y,medium,274,X,low,308,Z,ExtraCol1_4,4,ExtraCol4_3,3,ExtraCol7_3,3,ExtraCol10_1,1,ExtraCol13_1,1,147,0,4,178,140,5
115,14.4583,B96 B98,C,43,A,high,28,C,medium,NA,A,NA,76,X,low,3,X,high,190,NA,low,382,X,medium,498,Z,low,255,Z,ExtraCol1_2,2,ExtraCol4_1,1,NA,NA,ExtraCol10_4,4,ExtraCol13_1,1,152,165,0,178,0,10
116,7.925,B96 B98,S,43,A,high,73,A,medium,0,C,NA,14,Z,high,46,Z,NA,NA,Z,low,474,X,medium,147,Z,low,18,Y,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_1,1,ExtraCol10_1,1,ExtraCol13_1,1,144,165,8,166,0,11
117,7.75,B96 B98,Q,3,A,high,69,NA,high,80,D,low,62,X,high,469,Y,low,NA,X,high,341,Z,high,NA,Y,medium,363,Z,ExtraCol1_1,1,ExtraCol4_3,3,ExtraCol7_4,4,ExtraCol10_4,4,ExtraCol13_5,5,0,162,6,147,149,9
118,21,B96 B98,S,13,A,medium,51,NA,low,24,NA,NA,70,Y,medium,385,Z,low,111,Y,medium,30,X,high,397,Z,medium,148,Y,ExtraCol1_1,1,ExtraCol4_2,2,ExtraCol7_2,2,ExtraCol10_4,4,ExtraCol13_4,4,0,140,3,0,0,13
119,247.5208,B58 B60,C,24,A,high,91,B,medium,NA,D,NA,15,Y,medium,494,Y,NA,317,Y,high,281,Z,high,59,NA,medium,426,Y,ExtraCol1_1,1,ExtraCol4_4,4,NA,NA,ExtraCol10_1,1,ExtraCol13_5,5,147,165,0,147,0,9
120,31.275,B96 B98,S,11,A,high,88,NA,NA,97,NA,medium,11,Y,high,42,Z,low,NA,Z,high,135,X,NA,163,Y,medium,439,Z,ExtraCol1_1,1,ExtraCol4_4,4,ExtraCol7_5,5,ExtraCol10_1,1,ExtraCol13_1,1,0,0,11,0,140,12
121,73.5,B96 B98,S,43,C,low,51,C,low,63,C,unknown,7,X,low,498,Y,high,248,Z,high,NA,Y,low,158,X,medium,295,Y,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_4,4,ExtraCol10_1,1,ExtraCol13_5,5,152,140,9,166,169,8
122,8.05,B96 B98,S,43,A,medium,76,NA,unknown,NA,D,NA,70,Y,low,299,Z,medium,237,Y,medium,460,X,low,200,Y,high,313,X,ExtraCol1_2,2,ExtraCol4_4,4,NA,NA,ExtraCol10_4,4,ExtraCol13_3,3,0,159,0,147,0,13
123,30.0708,B96 B98,C,65,D,high,51,NA,low,60,NA,high,61,X,medium,397,Y,medium,38,Y,high,412,Y,high,286,X,medium,26,Z,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_3,3,ExtraCol10_4,4,ExtraCol13_4,4,0,140,7,0,142,7
124,13,E101,S,47,D,medium,40,A,unknown,21,NA,low,11,Z,medium,428,X,low,NA,Y,medium,367,X,high,110,X,high,445,Y,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_2,2,ExtraCol10_1,1,ExtraCol13_5,5,144,159,7,0,149,12
125,77.2875,D26,S,85,C,high,51,D,low,69,C,unknown,50,X,low,131,X,medium,477,Z,NA,250,X,low,195,Y,high,340,X,ExtraCol1_5,5,ExtraCol4_2,2,ExtraCol7_4,4,ExtraCol10_3,3,ExtraCol13_2,2,163,140,6,166,169,8
126,11.2417,B96 B98,C,56,A,high,60,A,medium,61,C,NA,79,Y,low,370,X,medium,122,X,high,289,Z,low,458,X,medium,192,Y,ExtraCol1_4,4,ExtraCol4_3,3,ExtraCol7_4,4,ExtraCol10_5,5,ExtraCol13_4,4,144,165,3,166,0,9
127,7.75,B96 B98,Q,7,B,unknown,41,C,low,NA,NA,NA,23,X,high,323,Y,low,157,Z,low,457,Z,high,414,Z,high,42,X,ExtraCol1_1,1,ExtraCol4_2,2,NA,NA,ExtraCol10_2,2,ExtraCol13_4,4,152,140,0,0,0,6
128,7.1417,B96 B98,S,76,D,low,99,NA,NA,7,B,NA,60,X,medium,206,Z,low,315,Z,low,330,Y,low,478,X,low,252,Z,ExtraCol1_5,5,ExtraCol4_4,4,ExtraCol7_1,1,ExtraCol10_4,4,ExtraCol13_2,2,0,0,5,137,0,9
129,22.3583,F E69,C,57,A,low,17,D,high,64,D,high,29,Y,high,245,Y,medium,1,X,low,289,Z,low,341,Z,medium,450,Z,ExtraCol1_4,4,ExtraCol4_1,1,ExtraCol7_4,4,ExtraCol10_2,2,ExtraCol13_3,3,163,162,3,147,142,4
130,6.975,B96 B98,S,63,A,high,9,NA,low,NA,NA,unknown,NA,Z,medium,104,Z,NA,51,X,high,48,Z,high,291,X,low,431,X,ExtraCol1_4,4,ExtraCol4_1,1,NA,NA,NA,NA,ExtraCol13_1,1,0,140,0,0,169,0
131,7.8958,B96 B98,C,56,A,medium,2,A,high,77,A,NA,NA,Y,medium,92,X,high,450,Y,medium,NA,Z,low,106,Z,low,49,Z,ExtraCol1_4,4,ExtraCol4_1,1,ExtraCol7_4,4,NA,NA,ExtraCol13_1,1,144,162,6,178,0,0
132,7.05,B96 B98,S,55,A,high,81,D,NA,12,B,NA,35,Z,medium,461,Y,medium,86,Z,low,404,Z,low,79,Y,low,381,Z,ExtraCol1_4,4,ExtraCol4_4,4,ExtraCol7_1,1,ExtraCol10_2,2,ExtraCol13_5,5,163,0,6,137,0,8
133,14.5,B96 B98,S,9,A,low,40,C,medium,53,NA,high,49,Z,medium,365,NA,low,288,Y,high,182,X,high,NA,Z,low,40,Z,ExtraCol1_1,1,ExtraCol4_2,2,ExtraCol7_3,3,ExtraCol10_3,3,ExtraCol13_4,4,152,165,6,0,142,9
134,26,B96 B98,S,55,A,high,43,NA,low,81,B,unknown,20,Y,high,283,X,high,441,X,low,125,X,low,202,Y,medium,188,NA,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_5,5,ExtraCol10_2,2,ExtraCol13_3,3,0,140,1,137,169,6
135,13,B96 B98,S,79,B,unknown,64,C,high,89,NA,medium,39,Z,high,347,Y,medium,366,Y,low,483,Y,high,393,NA,high,223,X,ExtraCol1_5,5,ExtraCol4_3,3,ExtraCol7_5,5,ExtraCol10_2,2,ExtraCol13_4,4,152,162,8,0,140,7
136,15.0458,B96 B98,C,30,D,high,51,A,NA,93,NA,NA,62,Y,high,202,Y,high,135,Y,medium,478,Y,medium,4,X,NA,11,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_5,5,ExtraCol10_4,4,ExtraCol13_2,2,144,0,13,0,0,9
137,26.2833,D47,S,43,A,medium,57,C,low,NA,NA,NA,38,Y,high,124,Y,low,76,Z,high,210,Z,medium,445,Y,NA,68,X,ExtraCol1_2,2,ExtraCol4_3,3,NA,NA,ExtraCol10_2,2,ExtraCol13_2,2,152,140,0,0,0,7
138,53.1,C123,S,3,C,high,5,NA,NA,NA,B,low,NA,Z,low,471,Y,low,358,NA,high,115,X,high,85,Y,low,440,Y,ExtraCol1_1,1,ExtraCol4_1,1,NA,NA,NA,NA,ExtraCol13_5,5,0,0,0,137,149,0
139,9.2167,B96 B98,S,34,B,high,51,B,medium,57,C,NA,NA,Y,medium,494,X,low,202,X,high,398,X,NA,197,Z,medium,314,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_3,3,NA,NA,ExtraCol13_5,5,147,165,10,166,0,0
140,79.2,B86,C,43,A,low,51,NA,low,46,D,NA,13,Z,high,107,Z,high,483,NA,high,312,X,low,178,X,medium,NA,Y,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_3,3,ExtraCol10_1,1,ExtraCol13_1,1,0,140,3,147,0,5
141,15.2458,B96 B98,C,43,D,high,45,B,unknown,23,NA,medium,NA,X,medium,400,X,low,322,X,low,450,Z,low,462,X,low,285,X,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_2,2,NA,NA,ExtraCol13_4,4,147,159,10,0,140,0
142,7.75,B96 B98,S,21,A,high,16,NA,high,NA,C,low,46,Y,medium,221,Z,high,5,X,medium,272,Z,medium,360,X,low,NA,Z,ExtraCol1_1,1,ExtraCol4_1,1,NA,NA,ExtraCol10_3,3,ExtraCol13_2,2,0,162,0,166,149,6
143,15.85,B96 B98,S,43,A,unknown,51,NA,unknown,14,A,NA,60,Y,low,353,Z,high,125,NA,high,275,Z,high,17,X,medium,9,Y,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_1,1,ExtraCol10_4,4,ExtraCol13_4,4,0,159,7,178,0,9
144,6.75,B96 B98,Q,43,A,high,33,D,medium,NA,A,unknown,73,X,low,54,X,medium,372,X,high,NA,Z,low,426,Z,high,273,NA,ExtraCol1_2,2,ExtraCol4_2,2,NA,NA,ExtraCol10_4,4,ExtraCol13_1,1,163,165,0,178,169,7
145,11.5,B96 B98,S,99,D,medium,27,NA,NA,NA,NA,low,NA,Z,high,239,X,high,350,X,medium,301,Z,medium,338,X,medium,385,Y,ExtraCol1_5,5,ExtraCol4_1,1,NA,NA,NA,NA,ExtraCol13_3,3,0,0,0,0,149,0
146,36.75,B96 B98,S,85,A,unknown,29,A,NA,NA,A,NA,97,X,low,62,Y,high,370,Z,low,181,Y,medium,34,Z,medium,102,Y,ExtraCol1_5,5,ExtraCol4_1,1,NA,NA,ExtraCol10_5,5,ExtraCol13_1,1,144,0,0,178,0,5
147,7.7958,B96 B98,S,3,A,high,72,A,low,10,NA,low,42,X,medium,407,Z,high,116,Y,high,102,NA,low,390,X,high,245,Z,ExtraCol1_1,1,ExtraCol4_4,4,ExtraCol7_1,1,ExtraCol10_3,3,ExtraCol13_4,4,144,140,8,0,149,8
148,34.375,B96 B98,S,23,C,high,10,B,medium,26,B,NA,88,X,medium,199,Y,high,124,Z,medium,390,X,NA,16,Z,medium,206,X,ExtraCol1_1,1,ExtraCol4_1,1,ExtraCol7_2,2,ExtraCol10_5,5,ExtraCol13_2,2,147,165,7,137,0,4
149,26,F2,S,43,D,unknown,30,D,unknown,NA,D,high,41,Z,high,131,Y,medium,104,Y,medium,172,Y,low,212,NA,high,435,Y,ExtraCol1_2,2,ExtraCol4_1,1,NA,NA,ExtraCol10_3,3,ExtraCol13_2,2,163,159,0,147,142,12
150,13,B96 B98,S,43,A,low,46,B,medium,NA,NA,low,40,X,high,349,Z,low,347,X,high,106,X,low,81,X,high,81,X,ExtraCol1_2,2,ExtraCol4_2,2,NA,NA,ExtraCol10_3,3,ExtraCol13_4,4,147,165,0,0,149,4
151,12.525,B96 B98,S,85,D,high,54,NA,unknown,44,B,high,60,X,medium,477,Y,low,5,Z,medium,480,Z,medium,5,Y,low,52,X,ExtraCol1_5,5,ExtraCol4_3,3,ExtraCol7_3,3,ExtraCol10_4,4,ExtraCol13_5,5,0,159,5,137,142,9
152,66.6,C2,S,28,C,medium,88,B,medium,4,C,NA,19,Z,low,169,Z,medium,407,Y,medium,481,Y,high,279,Z,medium,105,X,ExtraCol1_1,1,ExtraCol4_4,4,ExtraCol7_1,1,ExtraCol10_2,2,ExtraCol13_2,2,147,165,5,166,0,5
153,8.05,B96 B98,S,91,D,unknown,51,NA,medium,1,A,high,60,X,NA,358,Z,medium,140,Z,low,247,NA,medium,343,Z,medium,78,NA,ExtraCol1_5,5,ExtraCol4_2,2,ExtraCol7_1,1,ExtraCol10_4,4,ExtraCol13_4,4,0,165,6,178,142,9
154,14.5,B96 B98,S,29,A,low,51,NA,NA,NA,D,unknown,NA,X,high,344,X,medium,244,X,low,147,Y,medium,239,X,low,423,Y,ExtraCol1_2,2,ExtraCol4_2,2,NA,NA,NA,NA,ExtraCol13_4,4,0,0,0,147,169,0
155,7.3125,B96 B98,S,43,D,unknown,53,NA,NA,44,C,NA,NA,X,medium,244,Y,low,123,Z,medium,80,Z,high,171,Y,low,130,X,ExtraCol1_2,2,ExtraCol4_3,3,ExtraCol7_3,3,NA,NA,ExtraCol13_3,3,0,0,5,166,0,0
156,61.3792,B96 B98,C,66,C,low,2,A,NA,7,C,unknown,7,Y,medium,402,X,medium,212,Z,high,313,Z,high,256,Y,medium,181,X,ExtraCol1_4,4,ExtraCol4_1,1,ExtraCol7_1,1,ExtraCol10_1,1,ExtraCol13_4,4,144,0,5,166,169,8
157,7.7333,B96 B98,Q,12,A,low,61,D,low,83,NA,low,69,X,high,63,NA,medium,382,NA,high,305,Y,high,75,Y,medium,128,Z,ExtraCol1_1,1,ExtraCol4_3,3,ExtraCol7_5,5,ExtraCol10_4,4,ExtraCol13_1,1,163,140,8,0,149,4
158,8.05,B96 B98,S,55,A,high,15,D,medium,NA,D,low,3,Z,medium,438,X,high,99,Z,medium,309,Z,high,24,Z,NA,407,X,ExtraCol1_4,4,ExtraCol4_1,1,NA,NA,ExtraCol10_1,1,ExtraCol13_5,5,163,165,0,147,149,7
159,8.6625,B96 B98,S,50,A,high,7,A,high,34,D,medium,10,X,NA,202,X,high,284,Z,high,NA,Z,high,78,Y,high,332,Y,ExtraCol1_4,4,ExtraCol4_1,1,ExtraCol7_2,2,ExtraCol10_1,1,ExtraCol13_2,2,144,162,5,147,140,7
160,69.55,B96 B98,S,78,B,unknown,67,C,NA,45,A,medium,28,Y,medium,22,X,medium,28,Z,low,235,Z,high,27,NA,high,236,X,ExtraCol1_5,5,ExtraCol4_3,3,ExtraCol7_3,3,ExtraCol10_2,2,ExtraCol13_1,1,152,0,8,178,140,6
161,16.1,B96 B98,S,99,C,high,51,D,unknown,NA,C,low,NA,X,high,NA,Z,high,88,X,NA,341,NA,high,384,Y,low,399,Y,ExtraCol1_5,5,ExtraCol4_2,2,NA,NA,NA,NA,NA,NA,163,159,0,166,149,0
162,15.75,B96 B98,S,43,A,low,51,NA,NA,93,NA,medium,0,X,medium,386,Y,low,342,Z,medium,327,X,high,304,Z,low,35,Z,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_5,5,ExtraCol10_1,1,ExtraCol13_4,4,0,0,13,0,140,8
163,7.775,B96 B98,S,40,C,high,10,B,high,78,B,unknown,NA,X,NA,408,Y,high,284,Z,low,397,Y,NA,93,Z,medium,339,Y,ExtraCol1_2,2,ExtraCol4_1,1,ExtraCol7_4,4,NA,NA,ExtraCol13_4,4,147,162,5,137,169,0
164,8.6625,B96 B98,S,40,D,high,74,D,NA,19,NA,high,78,Z,medium,73,NA,high,305,Y,low,371,X,low,NA,Z,medium,180,Y,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_1,1,ExtraCol10_5,5,ExtraCol13_1,1,163,0,8,0,142,4
165,39.6875,B96 B98,S,41,A,high,76,C,medium,73,NA,high,45,Z,high,375,Z,low,112,Y,high,17,X,medium,242,X,high,189,X,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_4,4,ExtraCol10_3,3,ExtraCol13_4,4,152,165,5,0,142,4
166,20.525,B96 B98,S,81,A,high,51,NA,NA,17,B,low,19,X,high,349,Y,NA,103,X,medium,309,Y,high,55,X,high,79,X,ExtraCol1_5,5,ExtraCol4_2,2,ExtraCol7_1,1,ExtraCol10_2,2,ExtraCol13_4,4,0,0,9,137,149,5
167,55,E33,S,32,A,unknown,83,A,high,45,C,low,42,X,high,451,Y,medium,NA,Y,low,487,NA,high,485,X,high,48,X,ExtraCol1_2,2,ExtraCol4_4,4,ExtraCol7_3,3,ExtraCol10_3,3,ExtraCol13_5,5,144,162,8,166,149,8
168,27.9,B96 B98,S,16,B,unknown,43,C,low,NA,NA,medium,69,Z,high,185,Y,low,64,Z,high,279,X,medium,468,X,low,346,Y,ExtraCol1_1,1,ExtraCol4_2,2,NA,NA,ExtraCol10_4,4,ExtraCol13_2,2,152,140,0,0,140,4
169,25.925,B96 B98,S,43,C,high,18,NA,unknown,3,A,NA,73,Y,high,463,Y,medium,NA,Z,low,264,Z,NA,379,Z,medium,425,Z,ExtraCol1_2,2,ExtraCol4_1,1,ExtraCol7_1,1,ExtraCol10_4,4,ExtraCol13_5,5,0,159,7,178,0,7
170,56.4958,B96 B98,S,2,A,high,51,NA,NA,NA,A,unknown,NA,X,medium,353,NA,high,133,X,medium,303,X,low,404,Z,low,455,X,ExtraCol1_1,1,ExtraCol4_2,2,NA,NA,NA,NA,ExtraCol13_4,4,0,0,0,178,169,0
171,33.5,B19,S,10,B,high,21,A,medium,22,NA,NA,16,X,medium,NA,X,high,359,X,high,279,Y,medium,273,X,medium,121,NA,ExtraCol1_1,1,ExtraCol4_1,1,ExtraCol7_2,2,ExtraCol10_1,1,NA,NA,144,165,6,0,0,5
172,29.125,B96 B98,Q,9,B,high,20,B,medium,NA,A,NA,95,Y,medium,106,X,NA,78,X,low,200,Z,medium,401,Y,low,381,Z,ExtraCol1_1,1,ExtraCol4_1,1,NA,NA,ExtraCol10_5,5,ExtraCol13_1,1,147,165,0,178,0,5
173,11.1333,B96 B98,S,43,B,high,32,D,unknown,49,D,medium,NA,Y,high,451,X,medium,325,Y,high,496,X,medium,264,X,high,55,Y,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_3,3,NA,NA,ExtraCol13_5,5,163,159,5,147,140,0
174,7.925,B96 B98,S,43,D,high,51,NA,medium,2,C,high,98,Y,medium,322,Y,medium,101,X,NA,35,Y,low,83,X,medium,389,NA,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_1,1,ExtraCol10_5,5,ExtraCol13_3,3,0,165,8,166,142,7
175,30.6958,A7,C,69,B,medium,51,B,medium,NA,NA,low,NA,X,low,59,Z,high,140,Z,high,407,Z,low,83,Y,high,283,Y,ExtraCol1_4,4,ExtraCol4_2,2,NA,NA,NA,NA,ExtraCol13_1,1,147,165,0,0,149,0
176,7.8542,B96 B98,S,46,A,high,51,NA,low,NA,B,NA,11,Y,low,62,Y,medium,206,Z,high,79,Z,medium,427,X,low,430,Y,ExtraCol1_4,4,ExtraCol4_2,2,NA,NA,ExtraCol10_1,1,ExtraCol13_1,1,0,140,0,137,0,12
177,25.4667,B96 B98,S,71,B,unknown,62,B,medium,95,B,NA,NA,X,NA,413,X,medium,NA,X,high,103,Z,medium,223,Z,high,33,Z,ExtraCol1_4,4,ExtraCol4_3,3,ExtraCol7_5,5,NA,NA,ExtraCol13_5,5,147,165,4,137,0,0
178,28.7125,C49,C,16,A,unknown,33,C,low,NA,NA,NA,32,Y,medium,84,Y,high,62,Z,low,303,Y,high,364,Z,medium,388,Y,ExtraCol1_1,1,ExtraCol4_2,2,NA,NA,ExtraCol10_2,2,ExtraCol13_1,1,152,140,0,0,0,7
179,13,B96 B98,S,90,B,high,51,B,NA,19,NA,unknown,NA,X,high,109,Z,medium,376,Z,low,318,Z,low,72,Y,low,233,Z,ExtraCol1_5,5,ExtraCol4_2,2,ExtraCol7_1,1,NA,NA,ExtraCol13_1,1,147,0,8,0,169,0
180,0,B96 B98,S,50,A,low,51,NA,unknown,60,NA,NA,71,X,high,307,Y,low,172,Z,low,463,Y,medium,223,X,NA,284,Z,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_3,3,ExtraCol10_4,4,ExtraCol13_3,3,0,159,7,0,0,7
181,69.55,B96 B98,S,93,A,high,51,C,NA,36,NA,high,NA,Z,high,431,X,low,283,Z,low,147,Y,high,41,Y,low,269,X,ExtraCol1_5,5,ExtraCol4_2,2,ExtraCol7_2,2,NA,NA,ExtraCol13_5,5,152,0,5,0,142,0
182,15.05,B96 B98,C,43,A,medium,43,D,unknown,60,A,NA,58,Y,high,168,X,NA,323,Y,NA,12,Z,low,110,Z,low,357,X,ExtraCol1_2,2,ExtraCol4_2,2,ExtraCol7_3,3,ExtraCol10_3,3,ExtraCol13_2,2,163,159,7,178,0,3
183,31.3875,B96 B98,S,49,A,low,29,B,unknown,NA,C,unknown,NA,Y,low,332,Y,medium,311,Z,low,127,Z,low,NA,X,low,299,NA,ExtraCol1_4,4,ExtraCol4_1,1,NA,NA,NA,NA,ExtraCol13_4,4,147,159,0,166,169,0
184,39,F4,S,69,A,high,51,NA,NA,29,C,low,61,X,high,351,Z,medium,313,X,medium,272,Y,low,104,Z,high,207,Y,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_2,2,ExtraCol10_4,4,ExtraCol13_4,4,0,0,11,166,149,7
185,22.025,B96 B98,S,49,D,high,51,A,high,65,C,unknown,39,X,high,300,X,low,487,Z,medium,178,Z,medium,303,X,high,217,Y,ExtraCol1_4,4,ExtraCol4_2,2,ExtraCol7_4,4,ExtraCol10_2,2,ExtraCol13_3,3,144,162,9,166,169,7
